year,county,organisation,project_title,grant_category,amount_sought,amount_allocated,maximum_valid_grant,total_project_cost,pobal_index,latitude,longitude,national_governing_body_(organisation),sport_type,currency,allocation_(%_of_value_sought),allocation_(%_of_max_valid),allocation_(%_of_project_cost)
2020,Leitrim,Carrick Fins Swim Club,Sports Capital Programme 2020 - Dive right in!,Local,13038.75,7672,13038.75,13725,-5,53.9481817225812,-8.08207642879656,Swim Ireland,Swimming,Euro,58.84%,58.84%,55.90%
2020,Leitrim,Carrick on Shannon Rowing Club,"Oars, Ergometers, Safety Launches, Safety Pontoons",Local,22884,11455,22884,26884,-3,53.9449334727897,-8.0948308070489,Rowing Ireland,Rowing,Euro,50.06%,50.06%,42.61%
2023,Monaghan,Carrickmacross Tennis Club,"A Junior Court, Practice Wall & Windbreaker",Local,57832,48031,57832,61823,-3,54.0028811847277,-6.69908566615973,Tennis Ireland,Tennis,,83.05%,83.05%,77.69%
2020,Dublin,CARRICKMINES CROQUET & LAWN TENNIS CLUB,Replacement of Outdoor Tennis Court Surfaces,Non-Local,60077,41567,60077,125077,13,53.2558943684623,-6.1728572845459,Tennis Ireland,Tennis,Euro,69.19%,69.19%,33.23%
2020,Dublin,Carrickmines Riding Club,2020 - Portable riding equipment to host club events,Local,12581.21,12581,12581.21,14581.21,16,53.2435563437431,-6.17515325546265,Horse Sport Ireland,Equestrian Sports,Euro,100.00%,100.00%,86.28%
2020,Kilkenny,Carrickshock Camogie,2020 - Gym equipment and training aids,Local,8112.33,6525,8112,8539.3,0,52.4528711201085,-7.25076198577881,GAA,Camogie,Euro,80.43%,80.44%,76.41%
2023,Cork,Carrigaline Badminton Club,*T*Upgrade of flooring and equipment,Local,63621.56,44913,63621,79621.56,3,51.8082963412037,-8.36626052856445,Badminton Ireland,Badminton,,70.59%,70.59%,56.41%
2023,Cork,Carrigaline Rugby and Athletics Partnership Company Limited,New running track and grass surface playing pitch,Non-Local,500000,492555,500000,971429.48,1,51.8121448310103,-8.3606721375914,Athletics Ireland,Athletics,,98.51%,98.51%,50.70%
2020,Tipperary,Cashel Handball Club,Phase 2a of masterplan of Regional Handball Center,Non-Local,235000,127148,148500,257346.69,-16,52.514905661091,-7.88259426780701,GAA Handball Ireland,Handball,Euro,54.11%,85.62%,49.41%
2023,Tipperary,Cashel Handball Club,Phase 3 of the Masterplan for development,Non-Local,228197.75,216873,228197,258197.75,-22,52.514905661091,-7.88259426780701,GAA Handball Ireland,Handball,,95.04%,95.04%,83.99%
2020,Tipperary,Cashel R.F.C.,"CRFC clubhouse refurbishment & lift, gym & mower",Local,149758.28,133460,149758,186451.54,-8,52.5068443753593,-7.88620948791504,Irish Rugby Football Union,Rugby,Euro,89.12%,89.12%,71.58%
2023,Tipperary,Cashel R.F.C.,Gender Neutral Changing Rooms,Local,84601.6,68507,84601,104601,-2,52.5068443753593,-7.88620948791504,Irish Rugby Football Union,Rugby,,80.98%,80.98%,65.49%
2023,Mayo,Castlebar Rugby Football Club,Castlebar RFC - Upgrades,Local,200000,153648,200000,227999.99,0,53.8253428908605,-9.31855201721191,Irish Rugby Football Union,Rugby,,76.82%,76.82%,67.39%
2020,Mayo,Castlebar Swimming Club,Swimming starting blocks,Local,3908,2302,3908,4114,0,53.850476093014,-9.31104183197021,Swim Ireland,Swimming,Euro,58.90%,58.90%,55.96%
2020,Mayo,Castlebar Tennis Club,2020 - Replacement of indoor and outdoor tennis courts,Non-Local,141086.57,109818,141086,176358.57,0,53.8510836612454,-9.31063413619995,Tennis Ireland,Tennis,Euro,77.84%,77.84%,62.27%
2023,Mayo,Castlebar Tennis Club,2023 - Wheelchair Access and Padel Tennis Courts,Non-Local,144427.7,99330,144427,174427.7,1,53.8510836612454,-9.31063413619995,Tennis Ireland,Tennis,,68.77%,68.78%,56.95%
2020,Kilkenny,Castlecomer Demesne Co. Ltd,Castlecomer Discovery Park promoting climbing,Local,18460.91,17853,18461,19460.91,-8,52.80775,-7.20215,Cycling Ireland,Cycling,Euro,96.71%,96.71%,91.74%
2020,Limerick,Castleconnell Boat Club,Refurbishment of Changing Room/Toilet/Shower areas,Local,50000,43115,50000,84179.86,5,52.7269881864057,-8.50496292114258,Rowing Ireland,Rowing,Euro,86.23%,86.23%,51.22%
2018,Dublin,Castleknock Lawn Tennis Club,2018 - Fitness Suite and Indoor Court resurface.,Local,150000,116445,150000,187793.13,15,53.3805125803032,-6.36288642883301,Tennis Ireland,Tennis,Euro,77.63%,77.63%,62.01%
2023,Dublin,Castleknock Lawn Tennis Club,2023 Installation of 2 Padel Tennis courts,Local,149418.75,86868,149418.75,229875,9,53.380509380439,-6.36288642883301,Tennis Ireland,Tennis,,58.14%,58.14%,37.79%
2018,Cork,Castlelyons Pitch and Putt,Modular Club room/changing area/storage room,Local,6000,2315,6000,6600,4,52.0884552457306,-8.2363448261309,Pitch and Putt Union of Ireland,Pitch and Putt,Euro,38.58%,38.58%,35.08%
2020,Westmeath,Castletown Geoghegan Camogie Club,!Team Training Exercise Equipment,Local,22625.31,20546,22625,30167.08,-8,53.448629,-7.48397,The Camogie Association,Camogie,Euro,90.81%,90.81%,68.11%
2023,Cork,Castletownbere Rowing Club,Castletownbere Rowing Club (CTBRC) expansion,Local,200000,161953,200000,215402.7,-2,51.6493383435447,-9.89711600494192,Rowing Ireland,Rowing,,80.98%,80.98%,75.19%
2020,Cork,Castletownshend Rowing Club,Replacement Quadruple Scull & Safety Boat Outboard,Local,19615.19,12950,19615,21615.19,4,51.5281615693346,-9.17316665636361,Rowing Ireland,Rowing,Euro,66.02%,66.02%,59.91%
2020,Limerick,Catholic Institute Athletic Club,Catholic Institute Athletic Club,Local,43739.34,31213,43739,49725.49,-12,52.644497,-8.6342193,Tennis Ireland,Tennis,Euro,71.36%,71.36%,62.77%
2018,Kerry,Causeway Camogie Club,sports equipment for,Local,1801.35,963,1801,2001.35,-7,52.410376472293,-9.73459577871279,GAA,Camogie,Euro,53.46%,53.47%,48.12%
2020,Kerry,Causeway Camogie Club,Sports Equipment,Local,1603.25,1173,1603,1903.25,-7,52.410639618416,-9.73633289337158,GAA,Camogie,Euro,73.16%,73.18%,61.63%
2023,Waterford,Causeway Tennis & Bowls Club,Upgrade of facilities,Local,109191,79351,109191,133191,2,52.09219,-7.61705,Tennis Ireland,Tennis,,72.67%,72.67%,59.58%
2020,Cavan,Cavan Canoe Club,Canoe and Kayak equipment .,Local,43280,34252,43280,45558,-1,54.0385996330168,-7.42835195293518,Canoeing Ireland,Canoeing / Kayaking,Euro,79.14%,79.14%,75.18%
2020,Cavan,Cavan Lakers Basketball,Cavan Lakers Basketball Club Equipment 2021,Local,10214,9563,10214,13617.85,1,54.0088027813315,-7.35324382781982,Basketball Ireland,Basketball,Euro,93.63%,93.63%,70.22%
2020,Cavan,Cavan Triathlon Club,Pontoon/Defibrillator/Paddleboards,Local,12000,9631,12000,15092.13,0,54.0624346986381,-7.3932065586151,Triathlon Ireland,Triathlon,Euro,80.26%,80.26%,63.81%
2018,Offaly,CCM Racing Club,Basic Facilities for CCM Racing Motorcycle Club,Local,120775.35,12440,42066,139775.35,-2,53.338448,-7.83948099999998,Motor Cycling Ireland,Motor Sport,Euro,10.30%,29.57%,8.90%
2020,Offaly,CCM Racing Club,"Safe, Accessible and Benign Motocross Racing",Local,30000,9586,17560,43870,-2,53.338448,-7.83948099999998,Motor Cycling Ireland,Motor Sport,Euro,31.95%,54.59%,21.85%
2018,Kildare,Celbridge And District LTC,Fencing/windows refurbish - replacement,Local,16000,6624,16000,25071,12,53.3284728672641,-6.52854005523682,Tennis Ireland,Tennis,Euro,41.40%,41.40%,26.42%
2018,Kildare,Celbridge Athletic Club,New track & lights at Celbridge AC,Local,80352,26867,80352,85352,6,53.3327287455542,-6.55895642784628,Athletics Ireland,Athletics,Euro,33.44%,33.44%,31.48%
2023,Kildare,Celbridge Athletic Club,Upgrade changing facitliies and toilets,Local,33765,27342,33765,35765,-2,53.3327287455542,-6.55895642784628,Athletics Ireland,Athletics,,80.98%,80.98%,76.45%
2020,Limerick,Celtic Waves Swimming Club,Equipment necessary for Celtic Waves Swim Team,Local,10873.05,5226,5965,12073.05,-6,52.672533471224,-8.60996040233135,Swim Ireland,Swimming,Euro,48.06%,87.61%,43.29%
2023,Dublin,Charleville Lawn Tennis Club,2 Padel courts and multi sport area,Local,182032.2,117167,182032,207032,6,53.3643436270888,-6.26974003291961,Tennis Ireland,Tennis,,64.37%,64.37%,56.59%
2023,Cork,Charleville RFC,Floodlighting for Match and Training Pitches,Local,183654,160157,183654,223822,-5,52.3482913097388,-8.72550487518311,Irish Rugby Football Union,Rugby,,87.21%,87.21%,71.56%
2020,Dublin,ChildVision Ltd,sports equipment for ChildVision,Non-Local,40012,30009,40012,44512,10,53.3701821662905,-6.24669313430786,Horse Sport Ireland,Equestrian Sports,Euro,75.00%,75.00%,67.42%
2023,Dublin,ChildVision Ltd,ChildVision Equine Centre Development,Non-Local,500000,426081,500000,1846323,12,53.3706428280813,-6.24608833700392,Horse Sport Ireland,Equestrian Sports,,85.22%,85.22%,23.08%
2023,Kildare,Cill Dara RFC,Cill Dara Sustainability & Inclusivity Project 24,Local,200000,170259,200000,239033,-4,53.1826872489626,-6.90855503082275,Irish Rugby Football Union,Rugby,,85.13%,85.13%,71.23%
2023,Kildare,Clane Lawn Tennis Club,Upgrade tennis courts and solar PV,Local,45917.5,30508,45917,51018.5,5,53.2930410072973,-6.68370008468628,Tennis Ireland,Tennis,,66.44%,66.44%,59.80%
2023,Kildare,Clane RFC,R* Club Pitch Development and Sports Equipment,Local,39000,25913,39000,41146.75,5,53.2927131,-6.7151729,Irish Rugby Football Union,Rugby,,66.44%,66.44%,62.98%
2018,Tipperary,Clanwilliam Football Club,"Goalposts, Showers, Security Fencing & Pitch Mower",Local,40874.68,16973,40875,45874.68,-19,52.4682584175081,-8.15543095736507,Irish Rugby Football Union,Rugby,Euro,41.52%,41.52%,37.00%
2020,Clare,Clare Camogie,Training Pitch upgrade/drainage & ancillary works,Non-Local,57668,35412,57668,72088,3,52.7883736522952,-9.08318281173706,The Camogie Association,Camogie,Euro,61.41%,61.41%,49.12%
2023,Clare,Clarecastle Sports Complex,Clarecastle Community Sports Complex CLG,Local,56326,50289,56326,63514,-6,52.8156703454809,-8.96682858467102,GAA,Handball,,89.28%,89.28%,79.18%
2018,Meath,Claremont Stadium Club,Replace 8 Lane Athletic Track to IAAF Requirements,Non-Local,269950.11,179768,239690,285822.6,-16,53.6415849315293,-6.69990062713623,Athletics Ireland,Athletics,Euro,66.59%,75.00%,62.89%
2020,Mayo,Claremorris Athletics & Sports Club Ltd,Equipment for Claremorris Athletics Track,Local,7926,3919,7926,9908.88,-2,53.737771870684,-9.00501251220703,Athletics Ireland,Athletics,Euro,49.44%,49.44%,39.55%
2018,Mayo,CLAREMORRIS BOXING CLUB,The upgrading and improving of Claremorris BC.,Local,39469.54,15945,39469,42430.32,-8,53.7131499047682,-8.99702383948284,Irish Athletic Boxing Association,Boxing,Euro,40.40%,40.40%,37.58%
2018,Mayo,Claremorris Lawn Tennis Club CLG,Construct an all-weather tennis court enclosure,Local,136739,55240,136739,181739,-1,53.7209748166518,-8.99189690776825,Tennis Ireland,Tennis,Euro,40.40%,40.40%,30.40%
2023,Mayo,Claremorris Lawn Tennis Club CLG,LED upgrade and courts rejuvenation,Local,91500,70294,91500,96500,0,53.7222151654235,-8.99576425552368,Tennis Ireland,Tennis,,76.82%,76.82%,72.84%
2020,Mayo,Claremorris SPLC Ltd,Gym Equipment,Local,38294.08,27847,38294.08,47867.6,-5,53.72207,-8.99733,Swim Ireland,Swimming,Euro,72.72%,72.72%,58.18%
2018,Mayo,Claremorris Squash Club,Install Glass Back Wall on Squash Court,Local,7952.87,4445,7952,11520.25,-5,53.7215940196422,-8.9950415697067,Irish Squash,Squash,Euro,55.89%,55.90%,38.58%
2020,Mayo,Claremorris Swimming Club,Sports Equipment – Non personal,Local,39000,21972,29915.73,43358.55,-5,53.7219293072181,-8.99736238997237,Swim Ireland,Swimming,Euro,56.34%,73.45%,50.68%
2020,Galway,Clifden Boat Club,Instructor Developement Fleet,Local,28427,18116,28427,29927,-3,53.4863245651347,-10.0517799804541,Irish Sailing Association,Sailing,Euro,63.73%,63.73%,60.53%
2018,Kilkenny,Clogh Moneenroe Racquetball Club,New Clogh Moneenroe Racquetball Facility Phase one,Local,150000,100276,150000,257300,-13,52.8392312440751,-7.15347195559434,Raquetball Association of Ireland,Raquetball,Euro,66.85%,66.85%,38.97%
2018,Cork,CLONAKILTY RUGBY CLUB,"**PITCH LIGHTING, TRAINING AREA, BALL NETS",Local,150000,75567,150000,249461.9,4,51.6458149991108,-8.86904127895832,Irish Rugby Football Union,Rugby,Euro,50.38%,50.38%,30.29%
2020,Wexford,Clonard Boxing club,Equipment increase for Participants.,Local,5901.9,4525,5901,6401.9,-14,52.3385,-6.4697,Irish Athletic Boxing Association,Boxing,Euro,76.67%,76.68%,70.68%
2018,Dublin,Clondalkin Cricket Club (CCC),2018 - Cricket net practice area development.,Local,25947,21798,25947,27900,4,53.3017487929715,-6.33996963500977,Cricket Ireland,Cricket,Euro,84.01%,84.01%,78.13%
2023,Dublin,Clondalkin Rugby Football Club ltd,2023 LED Floodlighting To Main Pitch & Underage Pitch,Local,200000,166106,200000,231944.06,-3,53.3023707097306,-6.42374575138092,Irish Rugby Football Union,Rugby,,83.05%,83.05%,71.61%
2020,Longford,Clondra Canoe Club,Purchase of Watersports Equipment,Local,13329.68,10213,13329,16329.68,-6,53.7311779522883,-7.90539801120758,Canoeing Ireland,Canoeing / Kayaking,Euro,76.62%,76.62%,62.54%
2018,Dublin,Clonliffe Harriers Athletic Club,"2018 - W/D €1,572. - non-personal sports equipment.",Local,13995.68,8483,13995,14732.3,13,53.4014020158607,-6.24343901253648,Athletics Ireland,Athletics,Euro,60.61%,60.61%,57.58%
2020,Tipperary,Clonmel Boxing Club Ltd,Boxing gym equipment upgrade.,Local,24397.29,24397,24397.29,25682.41,-19,52.3578,-7.716868,Irish Athletic Boxing Association,Boxing,Euro,100.00%,100.00%,94.99%
2023,Tipperary,Clonmel Rowing Club,Clonmel Rowing Club 23/24 Initiatives,Local,87732.3,81972,87732,92732.3,-8,52.3504696925883,-7.7152783209151,Rowing Ireland,Rowing,,93.43%,93.43%,88.40%
2020,Tipperary,Clonmel Rugby Club,Clonmel RFC - Medical Room & Pitch Drainage,Local,150000,67573,150000,160953,1,52.369208,-7.719552,Irish Rugby Football Union,Rugby,Euro,45.05%,45.05%,41.98%
2023,Tipperary,Clonmel Rugby Club,Construction of Medical Room at Clonmel RFC,Local,100000,68519,100000,126111,4,52.369208,-7.719552,Irish Rugby Football Union,Rugby,,68.52%,68.52%,54.33%
2020,Dublin,Clontarf Hockey Club,2020 - equipment grant,Local,46654,46602,46602.39,49055.15,6,53.369170751949,-6.22248888015747,Irish Hockey Association,Hockey,Euro,99.89%,100.00%,95.00%
2023,Dublin,Clontarf Lawn Tennis Club,2023 - Upgrade of Tennis and Gym Facilities,Local,55192.45,37817,55192,85192.45,4,53.3611554044052,-6.20444297790527,Tennis Ireland,Tennis,,68.52%,68.52%,44.39%
2018,Donegal,Club Iomartha Theilinn,"Club Iomartha Theilinn, Storage & Equipment.",Local,11896.64,10511,11896,13621.27,-8,54.6232484837682,-8.6321483058548,Rowing Ireland,Rowing,Euro,88.35%,88.36%,77.17%
2018,Galway,Club Judo an Cheathrú Rua,"""New Judo Mats""",Local,8282.57,6831,8282.57,9282.57,-9,53.2597612446775,-9.60400580238309,Irish Judo Association,Judo,Euro,82.47%,82.47%,73.59%
2020,Mayo,Club Ramhaíocht Tullacháin,Single Sculls Rowing Boats & Oars,Local,26827,20874,26827,29827,-16,54.072757740124,-9.89362631953368,Rowing Ireland,Rowing,Euro,77.81%,77.81%,69.98%
2020,Louth,Co Louth Committee Irish Water Safety,Storage Facilities,Local,5066.1,4545,5066,5336.1,-2,53.820534698045,-6.40455676780491,Swim Ireland,Swimming,Euro,89.71%,89.72%,85.17%
2020,Sligo,Co Sligo Surf Club,Irish Surfing Centre of Excellence,Local,9861.21,5602,9861.21,10861.21,11,54.2703614460284,-8.60931432770959,Irish Surfing Association,Surfing,Euro,56.81%,56.81%,51.58%
2018,Wicklow,Co Wicklow Lawn Tennis Club,LED Lighting Project,Local,56709,28744,56709,71709,-11,53.1904275739643,-6.10439658164978,Tennis Ireland,Tennis,Euro,50.69%,50.69%,40.08%
2023,Wicklow,Co Wicklow Lawn Tennis Club,CWLTC Capital Development Programme,Local,180245.65,172154,180245,212052.65,-9,53.1904275739643,-6.10440731048584,Tennis Ireland,Tennis,,95.51%,95.51%,81.18%
2020,Wicklow,Cobra Gymnastics Club,Gymnastics Equipment,Local,62500,47489,62500,74158.83,-8,52.7925949588964,-6.14677106210038,Gymnastics Ireland,Gymnastics,Euro,75.98%,75.98%,64.04%
2018,Donegal,colaiste cholmcille,Development of athletic facilities.,Local,146065.7,69837,146065.7,156000,-16,54.503827279987,-8.18605939575195,Athletics Ireland,Athletics,Euro,47.81%,47.81%,44.77%
2020,Westmeath,Collinstown Pitch and Putt Club,"Machinery, course and clubhouse upgrade",Local,40000,32299,39406,49365,-4,53.6496237420624,-7.22209453582764,Pitch and Putt Union of Ireland,Pitch and Putt,Euro,80.75%,81.96%,65.43%
2020,Sligo,Collooney kickboxing club,Training Equipment for Collooney kickboxing Club,Local,12174.95,9406,12174.95,12974.95,-2,54.1872514804088,-8.4939980506897,Irish Martial Arts Commission,Martial Arts,Euro,77.26%,77.26%,72.49%
2020,Laois,Combat Kick Boxing Laois,Purchase of equipment,Local,4936.09,4390,4936.09,5943.7,-14,53.1240127103583,-7.32857326694488,Irish Martial Arts Commission,Martial Arts,Euro,88.94%,88.94%,73.86%
2020,Dublin,Commercial Rowing Club CLG,2020 -Equipment,Local,49502.07,49502,49502.07,70717.24,-5,53.3462986974472,-6.31995499134064,Rowing Ireland,Rowing,Euro,100.00%,100.00%,70.00%
2023,Dublin,Commercial Rowing Club CLG,2023 - Facility Upgrade,Local,66959.86,50219,66959,83699.83,1,53.3463045510039,-6.31989888065026,Rowing Ireland,Rowing,,75.00%,75.00%,60.00%
2018,Westmeath,Community Games,Community Games Teen Sports hall Athletics Program,Non-Local,28505.68,20300,28505,30005.98,-8,53.4023888865741,-6.40259174485413,National Community Games,Community Games,Euro,71.21%,71.22%,67.65%
2020,Galway,Connacht Branch IRFU,Connacht Rugby Equipment application,Non-Local,40000,18536,40000,44231.32,5,53.2795615584729,-9.0399319184637,Irish Rugby Football Union,Rugby,Euro,46.34%,46.34%,41.91%
2020,Galway,Connacht Hockey,Promote Women in Sports through Hockey in Connacht,Non-Local,45294.13,38782,45294,47678.05,8,53.2924367950773,-9.07854704776381,Irish Hockey Association,Hockey,Euro,85.62%,85.62%,81.34%
2020,Mayo,Connacht Ladies Gaelic Football Association,Develop the use of technology in Ladies Gaelic,Non-Local,40656.38,24542,40656.38,42856.38,5,53.8508290439699,-9.25156156249999,Ladies Gaelic Football Association,Ladies Gaelic Football,Euro,60.36%,60.36%,57.27%
2018,Galway,Connemara Rugby Club Company Limited,Development of a second pitch,Local,73834,30517,73834,103834,1,53.481111,-10.018354,Irish Rugby Football Union,Rugby,Euro,41.33%,41.33%,29.39%
2023,Galway,Connemara Rugby Club Company Limited,Second pitch completion,Local,100000,74867,85851,114411.4,-5,53.4809464283615,-10.0183725357056,Irish Rugby Football Union,Rugby,,74.87%,87.21%,65.44%
2023,Dublin,Coolmine Rugby Football Club,2023 Replace Pitch Flood Lights,Local,150000,143266,150000,230,-9,53.3778123924791,-6.34270253308773,Irish Rugby Football Union,Rugby,,95.51%,95.51%,62289.57%
2020,Dublin,Corinthians Boxing Club,2020 - Equipment Corinthians Boxing Club,Local,1947.95,1948,1947.95,2050.95,-16,53.3547779007789,-6.25044822692871,Irish Athletic Boxing Association,Boxing,Euro,100.00%,100.00%,94.98%
2020,Galway,Corinthians Rugby Football Club,Design & Development Of All Weather Pitch,Non-Local,300000,236107,300000,399560,4,53.3163994237676,-8.98325640392449,Irish Rugby Football Union,Rugby,Euro,78.70%,78.70%,59.09%
2020,Cork,Cork Acro Gymnastics Club,Equipment upgrade,Local,13000,9746,13000,15103.9,-3,51.9083251940937,-8.26983371104508,Gymnastics Ireland,Gymnastics,Euro,74.97%,74.97%,64.53%
2020,Cork,Cork Admirals American Football Club,Cork Admirals Youth Team Equipment Grant,Local,12624.09,12148,12624,15776.02,-8,51.877670076406,-8.4988031834038,Irish American Football Association,American Football,Euro,96.23%,96.23%,77.00%
2020,Cork,Cork Boat Club,Pontoon and Rowing Equipment for Cork Boat Club,Local,55500,43473,55500,89399,6,51.8981050093421,-8.41145038604736,Rowing Ireland,Rowing,Euro,78.33%,78.33%,48.63%
2020,Cork,Cork Camogie Board,Cork Camogie Board Flood Lighting,Non-Local,150000,121946,150000,195000,-16,51.896079134739,-8.3951210975647,The Camogie Association,Camogie,Euro,81.30%,81.30%,62.54%
2020,Cork,Cork City Archery Club,Rebuild after covid,Local,6963.5,4987,6963,7330.01,1,51.9306920910166,-8.41857819844748,Irish Amateur Archery Association,Archery,Euro,71.62%,71.62%,68.04%
2020,Cork,Cork City Judo Club,Return-to-the-Mat Judo Action Plan post Covid-19,Local,12000,9668,12000,13000,3,51.8895904248683,-8.46462249755859,Irish Judo Association,Judo,Euro,80.57%,80.57%,74.37%
2018,Cork,Cork Colleges Camogie Council,Camogie Pitch Floodlights,Local,129000,62914,129000,136200,-16,51.8977508189009,-8.39637637138367,The Camogie Association,Camogie,Euro,48.77%,48.77%,46.19%
2023,Cork,Cork Constitution FC,Expand and upgrade rugby facilities,Non-Local,499999,340259,499999,1097520,7,51.890424,-8.434541,Irish Rugby Football Union,Rugby,,68.05%,68.05%,31.00%
2018,Cork,Cork County Boxing Board,Sports Equipment,Non-Local,23894.68,22250,23895,25154.39,-25,51.9126569376948,-8.49579391326165,Irish Athletic Boxing Association,Boxing,Euro,93.12%,93.12%,88.45%
2018,Cork,Cork County Cricket Club,Installation of Artificial Cricket Practice Area,Local,33460,13987,33460,40860,9,51.8961983063619,-8.49278569221497,Cricket Ireland,Cricket,Euro,41.80%,41.80%,34.23%
2023,Cork,Cork Harlequins Club,Pitch replacement,Non-Local,387431,143324,200000,447557,10,51.8472816106304,-8.46642091870308,Irish Hockey Association,Hockey,,36.99%,71.66%,32.02%
2020,Cork,Cork Motor Club,Purchase of equipment for future Motorsport events,Local,10000,7050,10000,12639.6,0,51.8836167901244,-8.58586196141139,Motor Sport Ireland,Motor Sport,Euro,70.50%,70.50%,55.78%
2020,Cork,Cork Sub Aqua Club,New Boat to Expand Membership & Develop Diving,Local,49500,37111,49500,77125,8,51.6939756937535,-8.44243318115961,Irish Underwater Council,Diving/Snorkelling,Euro,74.97%,74.97%,48.12%
2020,Cork,Cork Triathlon Club,"Storage, Cycle equipment, Race and Swim safety",Local,27450,22116,27450,28897.44,8,51.7647396217605,-8.56254629456756,Triathlon Ireland,Triathlon,Euro,80.57%,80.57%,76.53%
2020,Cork,Cork Wolfpack,To provide a Multipurpose playing surface.,Local,23854,19485,23854,38854,-1,51.9002631935552,-8.36807906627655,Irish Hockey Association,Ice Hockey,Euro,81.68%,81.68%,50.15%
2020,Cork,Cork Youth Climbing Club,Climbing Equipment for Cork Youth Climbing Club,Local,17377.5,12056,17377,19877.5,14,51.8907491917766,-8.53885531425476,Mountaineering Ireland,Rock Climbing,Euro,69.38%,69.38%,60.65%
2018,Carlow,County Carlow Football Club,Phase two of Floodlights for training pitches,Local,48074.93,16953,48075,52074.93,-2,52.8507172898446,-6.91103682867947,Irish Rugby Football Union,Rugby,Euro,35.26%,35.26%,32.56%
2023,Carlow,County Carlow Football Club,"Floodlight upgrade, fencing, disability access.",Local,191480.1,152283,170564,202480.1,-6,52.8504479732891,-6.9118595123291,Irish Rugby Football Union,Rugby,,79.53%,89.28%,75.21%
2020,Cavan,County Cavan Athletic Board,Cavan / Monaghan Timing Equipment,Non-Local,23623.03,19302,23623,26273.03,-12,54.1861214517823,-7.23956108093262,Athletics Ireland,Athletics,Euro,81.71%,81.71%,73.47%
2020,Cavan,County Cavan Rugby Football Club,2020 - County Cavan Rugby Football Club Pitch Development,Local,96651,61440,96651,134651,-2,53.9913975690931,-7.37581729888916,Irish Rugby Football Union,Rugby,Euro,63.57%,63.57%,45.63%
2023,Cavan,County Cavan Rugby Football Club,creation of a multisport pitch to address demand,Local,200000,166000,200000,278091.34,-3,53.9912146496041,-7.37572073936462,Irish Rugby Football Union,Rugby,,83.00%,83.00%,59.69%
2023,Clare,County Clare Agricultural Show Society Limited,Showgrounds Improvements,Local,101641,86184,94336,131641,-7,52.839289498626,-8.99535655975342,Horse Sport Ireland,Equestrian Sports,,84.79%,91.36%,65.47%
2020,Galway,County Galway Cricket Club,New changing rooms for clubhouse,Non-Local,267055.37,230966,267055,297055.37,9,53.3159288080428,-8.92113447189331,Cricket Ireland,Cricket,Euro,86.49%,86.49%,77.75%
2023,Galway,County Galway Cricket Club,Equipment for Training & Ground Maintenance,Non-Local,48540.8,31624,48540,54040.8,8,53.3159288080428,-8.92113447189331,Cricket Ireland,Cricket,,65.15%,65.15%,58.52%
2020,Kerry,County Kerry Cricket Club,"Toilets, Showers and Changing Facilities",Local,50000,27914,50000,64541.44,2,52.2761142760594,-9.77746725082397,Cricket Ireland,Cricket,Euro,55.83%,55.83%,43.25%
2023,Kerry,County Kerry Cricket Club,Co. Kerry Cricket Club - Sand Carpet Playing Pitch,Local,43169.35,31372,43169,57669.35,2,52.276114276,-9.7774672508,Cricket Ireland,Cricket,,72.67%,72.67%,54.40%
2018,Sligo,County Sligo Swimming Club,Strength and Conditioning Equipment,Local,4826,4201,4826,5086,-14,54.2623290826243,-8.45048189163208,Swim Ireland,Swimming,Euro,87.05%,87.05%,82.60%
2018,Sligo,County Sligo Tennis Club company Limited by Guarantee,Upgrade Tennis Facilities and Heat Sports Hall,Local,108135.46,55055,108135,137697.86,-6,54.2897889411203,-8.46974539526207,Tennis Ireland,Tennis,Euro,50.91%,50.91%,39.98%
2023,Sligo,County Sligo Tennis Club company Limited by Guarantee,Accessibility & Sustainability Improvement Project,Local,198874.86,185817,198874,213874.86,-8,54.2896417312154,-8.47015857696533,Tennis Ireland,Tennis,,93.43%,93.43%,86.88%
2020,Tipperary,County Tipperary Lawn Tennis Club,Upgrading to LED lights.,Local,13462.83,9625,13462.83,14462.17,-3,52.6548345448239,-8.05405179687499,Tennis Ireland,Tennis,Euro,71.49%,71.49%,66.55%
2023,Tipperary,County Tipperary Lawn Tennis Club,Upgrade solar + timing system + sports equipment.,Local,26608.72,20994,26608,33308.72,-1,52.6205094490597,-8.19687406249999,Tennis Ireland,Tennis,,78.90%,78.90%,63.03%
2018,Wexford,County Wexford Community Workshop Enniscorthy Ltd,Outdoor Fitness Equipment & upgrading of facility.,Local,32055.12,9986,32055.12,33742.24,-2,52.5058387000051,-6.57982349395752,Special Olympics Ireland,Multi-sport,Euro,31.15%,31.15%,29.59%
2023,Wexford,County Wexford Community Workshop Enniscorthy Ltd,Upgrade LED Floodlighting & Pitch Divider Netting,Local,114456.23,85553,114456,120480.25,1,52.3662739017324,-6.43356839843749,Special Olympics Ireland,Multi-sport,,74.75%,74.75%,71.01%
2020,Wexford,County Wexford Motor Club CLG,Motorsport Equipment,Local,37760.17,28021,37760,47760.17,-17,52.3307831733698,-6.47419803761096,Motor Sport Ireland,Motor Sport,Euro,74.21%,74.21%,58.67%
