year,county,organisation,project_title,grant_category,amount_sought,amount_allocated,maximum_valid_grant,total_project_cost,pobal_index,latitude,longitude,national_governing_body_(organisation),sport_type,currency,allocation_(%_of_value_sought),allocation_(%_of_max_valid),allocation_(%_of_project_cost)
2020,Kildare,Ardclough GAA Club,Upgrade of playing facilities,Local,150000,150000,150000,215208.5,5,53.2892621771564,-6.57967368789672,GAA,Gaelic Games,Euro,100.00%,100.00%,69.70%
2020,Dublin,Ballyboden St Endas GAA Club,2020 - New Ladies Dressing Rooms [Change of Purpose - Natural Playing Surface Development],Local,150000,150000,150000,340500,8,53.2893598630593,-6.31670951843262,GAA,Gaelic Games,Euro,100.00%,100.00%,44.05%
2020,Kilkenny,Ballyhale Shamrocks GAA Club,Ballyhale Shamrocks Training Astro Facility,Local,150000,150000,150000,158890,1,52.4688870437444,-7.20430612564087,GAA,Gaelic Games,Euro,100.00%,100.00%,94.40%
2020,Offaly,Ballyskenagh/ Killavilla GAA Club,Ballyskenagh/ Killavilla GAA Club,Local,150000,150000,150000,191345,-8,52.9589026002317,-7.84212515013303,GAA,Gaelic Games,Euro,100.00%,100.00%,78.39%
2020,Offaly,Birr GAA Club,Ball Wall & All Weather Astro (40 x 20 metres),Local,150000,150000,150000,175000,-7,52.9067304633328,-7.77477952369213,GAA,Gaelic Games,Euro,100.00%,100.00%,85.71%
2020,Kerry,Brosna GAA,**Construction of new Fitness Studio,Local,150000,150000,150000,236700,-14,52.3112755562515,-9.26067000079492,GAA,Gaelic Games,Euro,100.00%,100.00%,63.37%
2020,Westmeath,Bunbrosna GAA Club,Bunbrosna GAA Upgrade of Facilities Programme,Local,150000,150000,150000,185941.7,0,53.5870026512818,-7.4458122253418,GAA,Gaelic Games,Euro,100.00%,100.00%,80.67%
2020,Galway,Caltra GAA Club,LED Floodlighting for Training Pitch,Local,150000,150000,150000,175300.75,-2,53.4349222462152,-8.43052374155248,GAA,Gaelic Games,Euro,100.00%,100.00%,85.57%
2020,Cork,Carrigaline GAA Club,Pitch 4 Surface Upgrade & Floodlighting,Local,150000,150000,150000,256584,3,51.81158,-8.37854,GAA,Gaelic Games,Euro,100.00%,100.00%,58.46%
2020,Cork,Castlelyons GAA Club,New Pitch Development,Local,150000,150000,150000,230366,3,52.088657550909,-8.23087123615158,GAA,Gaelic Games,Euro,100.00%,100.00%,65.11%
2020,Meath,Castletown GFC,!Pitch Redevelopment and Walking/Jogging Track,Local,150000,150000,150000,192803.44,-9,53.764001484385,-6.70764470414724,GAA,Gaelic Games,Euro,100.00%,100.00%,77.80%
2020,Kildare,Celbridge GAA Club,Celbridge GAA 2021 -2026 Strategic Plan,Local,150000,150000,150000,203660.07,10,53.3318724923502,-6.52712345123291,GAA,Gaelic Games,Euro,100.00%,100.00%,73.65%
2020,Mayo,Charlestown Sarsfields GAA Club,Playing Pitch Charlestown GAA Club (CGAA).,Local,150000,150000,150000,264000,-13,53.9539668672652,-8.81995511212153,GAA,Gaelic Games,Euro,100.00%,100.00%,56.82%
2020,Kildare,Clane GAA Club,R*LED Floodlighting & Pitch Fencing,Local,150000,150000,150000,275836.22,-1,53.2897190130461,-6.69260501861572,GAA,Gaelic Games,Euro,100.00%,100.00%,54.38%
2020,Galway,Clarinbridge GAA,Clubhouse and Community Outdoor Classroom,Local,150000,150000,150000,287768,9,53.2304954746178,-8.87645959854126,GAA,Gaelic Games,Euro,100.00%,100.00%,52.13%
2020,Offaly,Clonbullogue gaa club,Clonbullogue GAA sports Gym and equipment fit out,Local,150000,150000,150000,204949,-10,53.2628513939173,-7.08343505859375,GAA,Gaelic Games,Euro,100.00%,100.00%,73.19%
2020,Westmeath,Clonkill GAA Club,! Clonkill GAA Club Facilities upgrade,Local,150000,150000,150000,237360.91,2,53.5720464090061,-7.27578163146973,GAA,Gaelic Games,Euro,100.00%,100.00%,63.19%
2020,Wicklow,Coolkenno Sports Field Ltd,Coolkenno Sports Field Indoor Gymnasium,Local,150000,150000,150000,182759.01,-6,52.7785863463967,-6.62172291712907,GAA,Gaelic Games,Euro,100.00%,100.00%,82.08%
2020,Westmeath,Crookedwood GAA Club,New Club Dressing Rooms,Local,150000,150000,150000,352628,-1,53.6020888883073,-7.28335618972778,GAA,Gaelic Games,Euro,100.00%,100.00%,42.54%
2020,Cork,Douglas Hurling & Football Club,Floodlights for Pitches & Ball Wall with astro,Local,150000,150000,150000,319411.7,2,51.8744839930856,-8.44281077384949,GAA,Gaelic Games,Euro,100.00%,100.00%,46.96%
2020,Tipperary,Drom & Inch Gaa Club,Develop synthetic grass training area 85mx35m,Local,150000,150000,150000,221000,-3,52.7190084902182,-7.91144371032715,GAA,Gaelic Games,Euro,100.00%,100.00%,67.87%
2020,Louth,Dundalk Gaels GFC,2020 - Floodlighting and Ball Wall,Local,150000,150000,150000,262000,-7,53.9988623951743,-6.40111811731869,GAA,Gaelic Games,Euro,100.00%,100.00%,57.25%
2020,Donegal,Dungloe GAA (CLG An Clochán Liath),Dungloe GAA Training Pitch,Local,150000,150000,150000,565717,-9,54.9529061817724,-8.35233489700317,GAA,Gaelic Games,Euro,100.00%,100.00%,26.52%
2020,Kilkenny,Emeralds G.A.A.,Wallball/Astroturf/Natural Surface Training Pitch,Local,150000,150000,150000,160850,-13,52.7252858004599,-7.57678985595703,GAA,Gaelic Games,Euro,100.00%,100.00%,93.25%
2020,Clare,Ennis National School,"Ennis N.S. Multi-Use, All-Weather Facility",Local,150000,150000,150000,305742,-9,52.8301376687357,-9.00132179260254,GAA,Gaelic Games,Euro,100.00%,100.00%,49.06%
2020,Dublin,Fingallians GAA,2020 - Fingallians Allweather and Machinery Refresh,Local,150000,150000,150000,239757.5,1,53.4660367324337,-6.21342309263604,GAA,Gaelic Games,Euro,100.00%,100.00%,62.56%
2020,Dublin,Garda GAA Club (Westmanstown Gaels),2020 - Changing Room Facilities,Local,150000,150000,150000,265675,4,53.3793591416124,-6.44384622573853,GAA,Gaelic Games,Euro,100.00%,100.00%,56.46%
2020,Wicklow,Glenealy Hurling Club,Glenealy Gaa Development,Local,150000,150000,150000,174648,1,52.4746765903222,-7.08176175781249,GAA,Gaelic Games,Euro,100.00%,100.00%,85.89%
2020,Galway,Glinsk GAA Club,Glinsk Community Development,Local,150000,150000,150000,175998.13,-5,53.6525875370896,-8.45436065943894,GAA,Gaelic Games,Euro,100.00%,100.00%,85.23%
2020,Louth,Glyde Rangers GFC,Main Pitch; Training Pitch and walkway lighting,Local,150000,150000,150000,176806.9,-14,53.9174421439594,-6.54692888259888,GAA,Gaelic Games,Euro,100.00%,100.00%,84.84%
2020,Tipperary,J.K. Brackens GAA Club,JK Brackens GAA Club SCP Application 2021,Local,150000,150000,150000,245612,-19,52.7980132337313,-7.83653497695923,GAA,Gaelic Games,Euro,100.00%,100.00%,61.07%
2020,Wexford,Kilanerin/Ballyfad GAA Club,Construction of New Changing Room Facilities,Local,150000,150000,150000,174066,-1,52.7349,-6.2852,GAA,Gaelic Games,Euro,100.00%,100.00%,86.17%
2020,Wicklow,Kilbride GAA (Wicklow),Club House Construction including Public Toilets,Local,150000,150000,150000,182500,5,53.1935310247457,-6.47002900668144,GAA,Gaelic Games,Euro,100.00%,100.00%,82.19%
2020,Kildare,Kilcock GAA,Kilcock GAA installation of Walkway & Skillswall,Local,150000,150000,150000,163648.39,8,53.3954597210233,-6.66698455810547,GAA,Gaelic Games,Euro,100.00%,100.00%,91.66%
2020,Carlow,Kildavin Clonegal GAA Club,Walkway & Associated Works,Local,150000,150000,150000,168347.1,-5,52.6841614489849,-6.67556762695313,GAA,Gaelic Games,Euro,100.00%,100.00%,89.10%
2020,Louth,Killanny Geraldines GFC,Second Playing Surface and Lawnmower,Local,150000,150000,150000,195662.5,-1,53.9623711223386,-6.64470198112801,GAA,Gaelic Games,Euro,100.00%,100.00%,76.66%
2020,Galway,Killererin GAA Club,LED Lighting to GAA Pitch,Local,150000,150000,150000,159183.75,-4,53.4818147283195,-8.72198581695557,GAA,Gaelic Games,Euro,100.00%,100.00%,94.23%
2020,Cavan,Killeshandra Leaguers GFC,Killeshandra GAA Clubroom development,Local,150000,150000,150000,314356,-12,54.01094,-7.5263,GAA,Gaelic Games,Euro,100.00%,100.00%,47.72%
2020,Limerick,"Kilmallock GAA Club, C.L.G. Cill Mocheallog.",New Sports Gymnasium,Local,150000,150000,150000,195000,-13,52.3985315716758,-8.57490390978366,GAA,Gaelic Games,Euro,100.00%,100.00%,76.92%
2020,Clare,Kilmurry Ibrickane GAA,Main Pitch LED Lighting,Local,150000,150000,150000,193188.35,-14,52.81528909,-9.45535004,GAA,Gaelic Games,Euro,100.00%,100.00%,77.64%
2020,Limerick,Knockainey Gaa,"12 month training facilities, Knockainey community",Local,150000,150000,150000,164764.39,-3,52.4739275023578,-8.49641243644714,GAA,Gaelic Games,Euro,100.00%,100.00%,91.04%
2020,Cork,Knocknagree GAA,Clubhouse Development at Knocknagree GAA grounds.,Local,150000,150000,150000,458864.2,0,52.1297735985488,-9.2100191116333,GAA,Gaelic Games,Euro,100.00%,100.00%,32.69%
2020,Wicklow,Laragh GAA,Laragh GFC development,Local,150000,150000,150000,198940.53,-1,53.0047387759408,-6.29984378814697,GAA,Gaelic Games,Euro,100.00%,100.00%,75.40%
2020,Kerry,Lixnaw GAA Club,Promote Physical Literacy Via Ballwall/Astroturf,Local,150000,150000,150000,227361.89,-6,52.4036101914085,-9.63331460952759,GAA,Gaelic Games,Euro,100.00%,100.00%,65.97%
2020,Cork,Midleton GAA Club,Midleton GAA; Purchase of Floodlights,Local,150000,150000,150000,274979,-12,51.9197771284489,-8.1760170906736,GAA,Gaelic Games,Euro,100.00%,100.00%,54.55%
2020,Kerry,Milltown Castlemaine GAA,'A Future for All' The MC Field Development Plan,Local,150000,150000,150000,220723.45,-1,52.1478028693237,-9.71657037734985,GAA,Gaelic Games,Euro,100.00%,100.00%,67.96%
2020,Galway,Milltown GAA Club,Pitch LED Floodlighting & Walkway Lighting Install,Local,150000,150000,150000,214038,-2,53.538188,-7.544691,GAA,Gaelic Games,Euro,100.00%,100.00%,70.08%
2020,Dublin,Naomh Mearnog GAA Club,2020 - Resurfacing of All-Weather Pitch,Local,150000,150000,150000,300000,13,53.4376365918412,-6.14255905151367,GAA,Gaelic Games,Euro,100.00%,100.00%,50.00%
2020,Tipperary,Nenagh Eire Og Hurling & Football Club,New Playing Field and Security Fencing,Local,150000,150000,150000,260045,0,52.866776,-8.219688,GAA,Gaelic Games,Euro,100.00%,100.00%,57.68%
2020,Limerick,Newcastle West GAA,2020 Redevelopment Phase 2,Local,150000,150000,150000,218130.63,-16,52.4524869932646,-9.06410157680511,GAA,Gaelic Games,Euro,100.00%,100.00%,68.77%
2020,Clare,Ogonnelloe Hurling Club,Indoor Astroturf Multipurpose Sports Facility,Local,150000,150000,150000,230649,3,52.8705156399862,-8.45865726470947,GAA,Gaelic Games,Euro,100.00%,100.00%,65.03%
2020,Cork,Pobalscoil na Trionoide,Astro Turf Pitch for Pobalscoil na Trionoide,Local,150000,150000,150000,343589,-5,51.953,-7.874,GAA,Gaelic Games,Euro,100.00%,100.00%,43.66%
2020,Kildare,Rathangan GFC,New Floodlights & Drainage in Rathangan GAA,Local,150000,150000,150000,187806.42,-2,53.2261504,-6.9903949,GAA,Gaelic Games,Euro,100.00%,100.00%,79.87%
2020,Meath,Ratoath GAA Club,Development of a new pitch,Local,150000,150000,150000,200120,4,53.5107202450552,-6.47645115852356,GAA,Gaelic Games,Euro,100.00%,100.00%,74.96%
2020,Louth,Roche Emmets CLG,Roche Emmets All-Star Inclusion Project,Local,150000,150000,150000,197607.5,-10,54.040557316156,-6.46335028115036,GAA,Gaelic Games,Euro,100.00%,100.00%,75.91%
2020,Kildare,Sallins Gaa,Construction of all weather pitch at Sallins GAA,Local,150000,150000,150000,435104.53,9,53.2501944121192,-6.66290760040283,GAA,Gaelic Games,Euro,100.00%,100.00%,34.47%
2020,Wexford,Sarsfields GAA Club,Change of purpose - outdoor astro area. Original: Indoor sports arena,Local,150000,150000,150000,550089.1,-1,52.3508148665633,-6.48414373397827,GAA,Gaelic Games,Euro,100.00%,100.00%,27.27%
2020,Westmeath,Shandonagh GAA,Finishing our pitchs and walkway.,Local,150000,150000,150000,200819.85,1,53.5108108673197,-7.40086420809778,GAA,Gaelic Games,Euro,100.00%,100.00%,74.69%
2020,Dublin,Skerries Harps - Clairseacha na Sceiri-,2020 - All-Weather Training Facility,Local,150000,150000,150000,335625.18,9,53.5785517479356,-6.11472967512605,GAA,Gaelic Games,Euro,100.00%,100.00%,44.69%
2020,Dublin,St Brigids GAA (Dublin),2020 - Change of Purpose to LED Floodlights,Local,150000,150000,150000,376771.66,11,53.3774509511062,-6.35223494563877,GAA,Gaelic Games,Euro,100.00%,100.00%,39.81%
2020,Meath,St Colmcilles East Meath GAC,!Upgrade of Piltown sports club facilities,Local,150000,150000,150000,216930.58,4,53.6954360342586,-6.27945899963379,GAA,Gaelic Games,Euro,100.00%,100.00%,69.15%
2020,Donegal,St Eunans GAA Club,St Eunans [StE] GAA new pitch development,Local,150000,150000,150000,221324.9,-4,54.9466427063496,-7.75279361559407,GAA,Gaelic Games,Euro,100.00%,100.00%,67.77%
2020,Clare,ST JOSEPHS DOORA BAREFIELD GAA CLUB,St Josephs Doora Barefield GAA Club Capital,Local,150000,150000,150000,276689.5,5,52.84254,-8.90624,GAA,Gaelic Games,Euro,100.00%,100.00%,54.21%
2020,Leitrim,St Mary's GAA Club Kiltoghert,"St. Mary’s Kiltoghert GAA Club, Carrick on Shannon",Local,150000,150000,150000,261230.64,-5,53.9479311770006,-8.07407061680694,GAA,Gaelic Games,Euro,100.00%,100.00%,57.42%
2020,Dublin,St Maurs GAA club,2020 - St Maurs GAA Playing Pitches Upgrade Works,Local,150000,150000,150000,360932,-3,53.5322477556597,-6.10608100891113,GAA,Gaelic Games,Euro,100.00%,100.00%,41.56%
2020,Tipperary,St Mollerans GAA Club,St. Mollerans All Weather Training Facility,Local,150000,150000,150000,418450,-14,52.3434018924678,-7.42785215377808,GAA,Gaelic Games,Euro,100.00%,100.00%,35.85%
2020,Louth,St Nicholas GFC,Astro Turf Pitch,Local,150000,150000,150000,206000,-4,53.731961112176,-6.32919828124999,GAA,Gaelic Games,Euro,100.00%,100.00%,72.82%
2020,Dublin,St Olafs GAA Club,2020 - Repurposed to Floodlights,Local,150000,150000,150000,230000,6,53.2803502532202,-6.22150532591582,GAA,Gaelic Games,Euro,100.00%,100.00%,65.22%
2020,Westmeath,St Oliver Plunketts Hurling Club,2020 - Artificial All Weather Sports Surface Facility,Local,150000,150000,150000,219997.05,-10,53.5352320401939,-7.34160035848618,GAA,Gaelic Games,Euro,100.00%,100.00%,68.18%
2020,Wicklow,St Patricks GAA Club Wicklow,New Pitch Development (Phase 1)St. Patrick's GAA,Local,150000,150000,150000,228500,-3,52.96675456418,-6.02850892143472,GAA,Gaelic Games,Euro,100.00%,100.00%,65.65%
2020,Dublin,"St Patricks GAA Club, Donabate",2020 - Installation of fully drained sand based pitch,Local,150000,150000,150000,189650.56,-4,53.4855058529508,-6.13029073743438,GAA,Gaelic Games,Euro,100.00%,100.00%,79.09%
2020,Dublin,St Vincents GAA,2020 - Floodlight update to sustainable LED technology,Local,150000,150000,150000,210169.2,-1,53.3736387346516,-6.22993735378659,GAA,Gaelic Games,Euro,100.00%,100.00%,71.37%
2020,Meath,St Vincents GFC [MEATH],St. Vincent's GFC New Clubhouse Phase 1,Local,150000,150000,150000,319674.63,-4,53.6027079636571,-6.38416583066925,GAA,Gaelic Games,Euro,100.00%,100.00%,46.92%
2020,Galway,St. Brendan's GAA Football Club [Ballyhar],St Brendan's GAA Football club (Ballygar),Local,150000,150000,150000,223149,-8,53.5121401201218,-8.32089905025077,GAA,Gaelic Games,Euro,100.00%,100.00%,67.22%
2020,Longford,St. Brigid's GAA Club,"Development of Pitch, Sports Hall & Gym.",Local,150000,150000,150000,159503.51,-7,53.6908468407331,-7.88481942997736,GAA,Gaelic Games,Euro,100.00%,100.00%,94.04%
2020,Louth,St. Kevins GAA,"Refurbish Dressing Rooms, Ball Stop Nets & Mower",Local,150000,150000,150000,166488.25,-1,53.822341,-6.469799,GAA,Gaelic Games,Euro,100.00%,100.00%,90.10%
2020,Galway,St. Marys GAA Club Athenry,Sand based pitch with goalposts & ball stops.,Local,150000,150000,150000,210726.84,2,53.3251573900983,-8.7855863571167,GAA,Gaelic Games,Euro,100.00%,100.00%,71.18%
2020,Dublin,Thomas Davis GAA,2020 - RE-carpeting existing all weather pitch,Local,150000,150000,150000,186590,-1,53.2719470302973,-6.36269773832633,GAA,Gaelic Games,Euro,100.00%,100.00%,80.39%
2020,Cork,Tracton GAA,LED flood lights on main pitch and walkway project,Local,150000,150000,150000,260103,6,51.762381894534,-8.3801537133097,GAA,Gaelic Games,Euro,100.00%,100.00%,57.67%
2020,Offaly,Tullamore GAA,"New All-Weather Pitch, Fencing & Flood Lighting",Local,150000,150000,150000,267747,-20,53.2803555490426,-7.49199434623125,GAA,Gaelic Games,Euro,100.00%,100.00%,56.02%
2018,Dublin,Knocklyon Community School,2018 - Building of Dressing Rooms/Showers/Toilets,Local,150000,150000,150000,425860,13,53.2785338826197,-6.31504287978555,GAA,Gaelic Games,Euro,100.00%,100.00%,35.22%
2023,Kilkenny,O'Loughlin Gaels GAA Club,"2023 - Dressing rooms, Astro Pitch, Hurling Wall, Fencing",Local,150000,150000,150000,494094,-27,52.6591272348765,-7.23634243011475,GAA,Gaelic Games,,100.00%,100.00%,30.36%
2020,Dublin,Ballyboden Wanderers GAA Club,"2020 - Pitch drainage, walking track & clubhouse upgrade",Local,150000,150000,150000,163732,8,53.2606437519578,-6.30164623260498,,Gaelic Games,Euro,100.00%,100.00%,91.61%
2020,Donegal,8th Donegal Scouts Carndonagh,8th Donegal Carndonagh Scout Den & grounds,Local,150000,150000,150000,194149,-13,55.2494872896702,-7.26460125518826,None,Multi-sport,Euro,100.00%,100.00%,77.26%
2020,Louth,Ardee Golf Club,Strategic Plan - Practice Range Re-location 2021,Local,150000,150000,150000,238579.58,-20,53.8620436899261,-6.5478515625,Golfing Union of Ireland,Golf,Euro,100.00%,100.00%,62.87%
2020,Wicklow,Arklow Town AFC,Artificial Pitch - Replacement of existing pitch,Local,150000,150000,150000,173467.5,-8,52.798091076955,-6.17144107818604,Football Association of Ireland,Soccer,Euro,100.00%,100.00%,86.47%
2020,Meath,Ashbourne Rugby Football Club,Community Walking/Running Track,Local,150000,150000,150000,220057,0,53.5116394925886,-6.37432376571655,Irish Rugby Football Union,Rugby,Euro,100.00%,100.00%,68.16%
2020,Galway,Athenry Golf Club,Upgrade of golfing facilities,Local,150000,150000,150000,210510.36,8,53.2828176742586,-8.84553909301758,Golfing Union of Ireland,Golf,Euro,100.00%,100.00%,71.26%
2020,Galway,Ballinasloe & District Tennis Club Co Ltd (by guarantee),"3 tennis courts, lights and related facilities.",Local,150000,150000,150000,191259.99,-17,53.324395,-8.2323043,Tennis Ireland,Tennis,Euro,100.00%,100.00%,78.43%
2020,Limerick,Ballingarry AFC,Artificial pitch with LED Floodlighting,Local,150000,150000,150000,401000,-14,52.4736318678437,-8.85841369628906,Football Association of Ireland,Soccer,Euro,100.00%,100.00%,37.41%
2020,Cork,Bishopstown lawn tennis club,Bishopstown LTC Phase 1 Redevelopment.,Local,150000,150000,150000,399461.23,-5,51.8791668013093,-8.5358190536499,Tennis Ireland,Tennis,Euro,100.00%,100.00%,37.55%
2020,Wicklow,Blainroe golf club,Blainroe GC Bunker and Mower Replacement,Local,150000,150000,150000,468102.48,-3,52.9448,-6.0184,Golfing Union of Ireland,Golf,Euro,100.00%,100.00%,32.04%
2020,Cork,Boherbue Comprehensive School and Associated Sports Clubs,Boherbue Comprehensive School Gym,Local,150000,150000,150000,210000,-2,52.1594409753632,-9.06187534332275,None,Multi-sport,Euro,100.00%,100.00%,71.43%
2020,Limerick,Bruff RFC,Dressing Room Extensions & Shower renovations.,Local,150000,150000,150000,170131.99,-2,52.4722529152242,-8.50772559642792,Irish Rugby Football Union,Rugby,Euro,100.00%,100.00%,88.17%
2020,Tipperary,Cashel Community School,CCS Multi Surface all weather development,Local,150000,150000,150000,350000,-6,52.519115,-7.881408,Football Association of Ireland,Soccer,Euro,100.00%,100.00%,42.86%
2020,Galway,CFCD Ltd (Colga FC),Artificial Surface Development,Local,150000,150000,150000,179000,9,53.231421814409,-8.84885531158397,None,Multi-sport,Euro,100.00%,100.00%,83.80%
2020,Cork,Clonakilty Community Sports Association,CCSA all weather hockey/multi-sport pitch .,Local,150000,150000,150000,237862.23,-13,51.6261562309219,-8.88122320175171,None,Community Games,Euro,100.00%,100.00%,63.06%
2020,Tipperary,Clonmore National School,Clonmore Astroturf Development,Local,150000,150000,150000,169708.04,-5,52.8297788889057,-7.76627759166717,None,Multi-sport,Euro,100.00%,100.00%,88.39%
2020,Galway,Colemanstown Utd FC,All Weather Playing surface,Local,150000,150000,150000,270240,4,53.3957923887591,-8.62328052520752,Football Association of Ireland,Soccer,Euro,100.00%,100.00%,55.51%
2020,Dublin,Coolmine Rugby Football Club,2020 - Coolmine RFC Gym & Fitness Centre,Local,150000,150000,150000,265000,7,53.3778123924791,-6.34270253308773,Irish Rugby Football Union,Rugby,Euro,100.00%,100.00%,56.60%
2020,Cork,CORK CITY COUNCIL,2020 St Michaels GAA Club Mahon,Local,150000,150000,150000,307000,-17,51.8886571529123,-8.39570376445683,None,Multi-sport,Euro,100.00%,100.00%,48.86%
2020,Cork,CORK COUNTY COUNCIL,2020 - Mallow Town Park - Skate Park & Pump Track,Local,150000,150000,150000,400000,-9,52.1352756837655,-8.64668263918101,None,Multi-sport,Euro,100.00%,100.00%,37.50%
2020,Cork,CORK COUNTY COUNCIL,2020 Mallow Community Running Track and Sports Ground,Non-Local,150000,150000,150000,1127000,-10,52.1239517294989,-8.64055892200235,None,Multi-sport,Euro,100.00%,100.00%,13.31%
2020,Cork,Cork Education and Training Board,St Brogans College (SBC) Natural Playing Surface,Local,150000,150000,150000,167727.24,-1,51.7535493492204,-8.7381649017334,None,Multi-sport,Euro,100.00%,100.00%,89.43%
2020,Sligo,County Sligo Tennis Club company Limited by Guarantee,"Hall Heating,refurb dressing room & tennis courts",Local,150000,150000,150000,173655,-11,54.2895791082376,-8.47033023834229,Tennis Ireland,Tennis,Euro,100.00%,100.00%,86.38%
2020,Wexford,County Wexford Community Workshop Enniscorthy Ltd,Resurfacing of artificial playing surface,Local,150000,150000,150000,197619.39,2,52.3662739017324,-6.43356839843749,Special Olympics Ireland,Soccer,Euro,100.00%,100.00%,75.90%
2020,Cork,Courtmacsherry Rowing Club Ltd,Courtmacsherry Rowing Club Clubhouse Phase 3,Local,150000,150000,150000,250267.5,6,51.6360128751655,-8.69635166339684,Rowing Ireland,Rowing,Euro,100.00%,100.00%,59.94%
2018,Cork,Cove Sailing Club,Completion of a Marina in Whitepoint Cobh,Local,150000,150000,150000,195548,8,51.846766,-8.309934,Irish Sailing Association,Sailing,Euro,100.00%,100.00%,76.71%
2020,Louth,Drogheda Boys FC,New Changing Facility (Clubhouse),Local,150000,150000,150000,231823,-27,53.7112121929484,-6.37537479400635,Football Association of Ireland,Soccer,Euro,100.00%,100.00%,64.70%
2018,Dublin,DUBLIN CITY COUNCIL,2018 - Sheriff Youth Clubhouse Development,Local,150000,150000,150000,227207.14,-22,53.3504800423652,-6.24528134890556,None,Multi-sport,Euro,100.00%,100.00%,66.02%
2020,Dublin,DUBLIN CITY COUNCIL,2020 - Finglas Centre - Construction of Changing Rooms,Local,150000,150000,150000,267433,-12,53.3901,-6.3057,None,Multi-sport,Euro,100.00%,100.00%,56.09%
2020,Dublin,DUBLIN CITY COUNCIL,2020 - Replacement running track Liffey Valley PKS,Local,150000,150000,150000,269665.79,3,53.3463499363689,-6.33833885192871,None,Multi-sport,Euro,100.00%,100.00%,55.62%
2020,Dublin,DUBLIN CITY COUNCIL,"2020 - Ballymun S&F - Reception, C.V equipment & lockers",Local,150000,150000,150000,231310,0,53.3905851268314,-6.27458391227856,None,Multi-sport,Euro,100.00%,100.00%,64.85%
2020,Dublin,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,2020 - Mounttown - Boxing facility,Local,150000,150000,150000,781000,1,53.2853354701665,-6.14831162738413,None,Multi-sport,Euro,100.00%,100.00%,19.21%
2020,Dublin,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,2020 - Kilbogget - pitch drainage (GAA),Local,150000,150000,150000,225628,-4,53.2604883142528,-6.13991998257239,None,Multi-sport,Euro,100.00%,100.00%,66.48%
2020,Louth,Dundalk & Carlingford Sailing Club,Extension to Club Facilities,Local,150000,150000,150000,175683,2,54.0418400386801,-6.18021726608276,Irish Sailing Association,Sailing,Euro,100.00%,100.00%,85.38%
2020,Dublin,Dundrum South Dublin Athletics Club,2020 - Walking/Jogging Track,Local,150000,150000,150000,590000,6,53.264372136878,-6.28479059973228,Athletics Ireland,Athletics,Euro,100.00%,100.00%,25.42%
2020,Kildare,Edmund Rice Schools Trust Limited,2020 - Naas CBS All weather pitch,Local,150000,150000,150000,228702.5,1,53.2171052611643,-6.66105056830406,None,Multi-sport,Euro,100.00%,100.00%,65.59%
2020,Wexford,F.C.J. Secondary School Bunclody,Artificial Playing Surface: School & Community Use,Local,150000,150000,150000,203690.17,-13,52.6563158453943,-6.64638519287109,None,Multi-sport,Euro,100.00%,100.00%,73.64%
2020,Cork,Fermoy Association Football Club,Install full Astro pitch and floodlights.,Local,150000,150000,150000,508062.28,-6,52.1437472488743,-8.28231811523438,Football Association of Ireland,Soccer,Euro,100.00%,100.00%,29.52%
2020,Dublin,FINGAL COUNTY COUNCIL,2020 - Corduff Community Centre Sports Hall Upgrade,Local,150000,150000,150000,553300,-21,53.3993607160235,-6.37768800602362,None,Multi-sport,Euro,100.00%,100.00%,27.11%
2020,Dublin,FINGAL COUNTY COUNCIL,2020 - Donabate Portrane Community Centre Gym Adaptation,Local,150000,150000,150000,270500,9,53.4897090735712,-6.14305512212602,None,Multi-sport,Euro,100.00%,100.00%,55.45%
2020,Galway,GALWAY CITY COUNCIL,2020 - McGraths Field Ball Wall (multi-purpose),Local,150000,150000,150000,220621,8,53.263057,-9.111648,None,Multi-sport,Euro,100.00%,100.00%,67.99%
2020,Galway,GALWAY CITY COUNCIL,2020 - Blackrock Dive Tower,Local,150000,150000,150000,218226,10,53.256607,-9.092292,None,Multi-sport,Euro,100.00%,100.00%,68.74%
2020,Galway,GALWAY CITY COUNCIL,2020 - Laurel Park - Pitch Drainage Works,Local,150000,150000,150000,237602,-1,53.282549,-9.074079,None,Multi-sport,Euro,100.00%,100.00%,63.13%
2020,Galway,GALWAY CITY COUNCIL,2020 - Castle Park - Pitch Drainage Works,Local,150000,150000,150000,218979,-8,53.286352,-9.007755,None,Multi-sport,Euro,100.00%,100.00%,68.50%
2020,Galway,GALWAY CITY COUNCIL,2020 - Doughiska - Pitch Drainage Works,Local,150000,150000,150000,233671,-6,53.284287,-8.984523,None,Multi-sport,Euro,100.00%,100.00%,64.19%
2020,Galway,GALWAY CITY COUNCIL,2020 - Renmore Community Centre MUGA (60x36m),Local,150000,150000,150000,261334,-3,53.276533,-9.016154,None,Multi-sport,Euro,100.00%,100.00%,57.40%
2020,Limerick,Glin Rover Soccer Club,Artificial Surface Training Field Development,Local,150000,150000,150000,180000,-9,52.5657509446473,-9.27290726335366,Football Association of Ireland,Soccer,Euro,100.00%,100.00%,83.33%
2020,Galway,Gort Community School,Resurfacing of astroturf facility,Local,150000,150000,150000,180465,-4,53.0628127008799,-8.81122004763728,None,Multi-sport,Euro,100.00%,100.00%,83.12%
