OBJECTID,name,alternate_name,category,subcategory,address1,address2,address3,address4,address5,lat,lon,POINT_Z
742,New Stradone Health Centre,Stradone,Health Centre,,Community Centre,Stradone,Co. Cavan,,H12 X6P4,-7.23690906021175,53.9830780906932,
743,Newberry,Newberry,Health Centre,,Newberry Hospital,Kilvealaton East,Mallow,Co. Cork.,,-8.68485751336566,52.1254309559402,
744,Newbridge Health Centre,Newbridge,Health Centre,NULL,Henry Street,Newbridge,Co. Kildare,,W12 KV12,-6.80107428541837,53.180115252593,
745,Newcastlewest ,Newcastlewest Disp.,Health Centre,,Newcastlewest,Co. Limerick.,,,,-9.05876962079072,52.4528827937772,
746,Newmarket Dispensary,Newmarket,Health Centre,,Charleville Road,Newmarket,Co. Cork,,P51 CH27,-8.99972727741344,52.21631385946,
747,Newport Health Centre,Newport,Health Centre,,Pound Street,Newport,Co. Tipperary,,V94 H582,-8.40303809812723,52.7127723511992,
748,Newport Health Centre,Newport,Health Centre,,Meddlicott Street,Newport,Co. Mayo,,F28 NW84,-9.54542246490591,53.8834508685346,
749,Newtown,Newtown,Health Centre,,Newtown,Co. Cork.,,,,-9.44669212288152,51.6860154317188,
750,Newtown Community Centre,,Health Centre,NULL,Newtown Community Hall,Newtown,Enfield,Co. Kildare,A83 YY63,-6.75777017159565,53.3943759846537,
751,Newtown Medical Centre,,Health Centre,NULL,1/2 Newtown Terrace,Athlone,Co. Westmeath,,N37 E0Y8,-7.93404201372224,53.4262701119473,
752,Newtownbarry,Newtownbarry,Health Centre,,Newtownbarry,Charleville,Co. Cork.,,,-8.67901574841176,52.3572971017093,
753,Newtowncashel Health Centre,Newtowncashel,Health Centre,,Newtowncashel,Co. Longford,,,N39 PH63,-7.93750406603001,53.5896705214437,
754,Newtowncunningham Health Centre,Newtowncunningham,Health Centre,,Main Street,Newtowncunningham,Co. Donegal,,F93 RP73,-7.50673438627059,54.9977391575797,
755,Newtowngore,Newtowngore,Health Centre,,Newtowngore,Carrick on Shannon,Co. Leitrim,,,-7.67689747779227,54.0421297973336,
756,Newtownmountkennedy Primary Care Centre,,Health Centre,NULL,Mountkennedy Town Centre,Main Street,Newtownmountkennedy,Co. Wicklow,A63 HD58,-6.1136982576022,53.0912076491124,
757,Nobber Health Centre,Nobber,Health Centre,,Nobber,Co. Meath,,,A82 N402,-6.75601029469893,53.8259206094623,
758,North Clarence Street Health Centre,,Health Centre,NULL,56 North Great Clarence Street,Dublin 1,,,D01 VW57,-6.24626299352436,53.3561704860678,
759,North Great George Street - PCC,,Health Centre,NULL,HSE,44/45 North Great George's Street,Dublin 1,,D01 Y8E8,-6.26088825086608,53.3548829391153,
760,North Strand Health Centre,North Strand,Health Centre,,North Strand Primary Health Care Centre,16 North Strand Road,Dublin 1,,D01 CC81,-6.24592625914178,53.3556950636195,
761,Northside Enterprise Centre,,Health Centre,NULL,Bunratty Drive,Dublin 17,,,D17 PD77,-6.20629117934975,53.3948330297374,
762,Norwood,Norwood,Health Centre,,Norwood Day Centre,Mallow,Co. Cork.,,,-8.65049976098335,52.1378909142696,
763,Now Doc Derrybeg Owenie Centre,,Health Centre,NULL,Derrybeg,Co. Donegal,,,F92 DN4X,-8.28440539772684,55.074713864738,
764,Now Doc Oldtown Unit 1,,Health Centre,NULL,NowdocOldtown Road,Letterkenny,Co. Donegal,,F92 KP5K,-7.74011063794825,54.9423159799133,
765,NowDoc Mountcharles,,Health Centre,NULL,Upper Main Street,Mountcharles,Co. Donegal,,F94 NX8C,-8.19755349128079,54.6473104539524,
766,OileÃƒÂ¡n ClaÃƒÂ©ire,Cape Clear,Health Centre,,Cape Clear Island,Co. ChorcaÃƒÂ­,,,,-9.50469710075186,51.4359831149764,
767,Old Ballyconnell Health Centre,Daisy Hill,Health Centre,,Daisy Hill,Ballyconnell,Co. Cavan,,H14 AH73,-7.58143101343576,54.1147489526118,
768,Old Health Centre Kilcullen,,Health Centre,NULL,Teach Na DaoineSaint Brigids Avenue,Kilcullen,Co. Kildare,,R56 FF63,-6.74726890634847,53.1284623092028,
769,Old Medicentre Kempton Parade,,Health Centre,NULL,Kempten Promenade,Sligo,,,F91 Y677,-8.47107982061468,54.2719008590693,
770,Old Virginia Health Care Unit,Virginia,Health Centre,,Virginia Health Centre,Bailieboro Road,Virginia,Co. Cavan,A82 KV02,-7.07705754837682,53.8349009951049,
771,Oldcastle Health Centre,Oldcastle,Health Centre,,Church Street,Oldcastle,Co. Meath,,A82 E8D8,-7.16026940223987,53.7691501733735,
772,Oldtown Health Centre,Oldtown,Health Centre,,Dublin Road,Oldtown,Co. Dublin,,A45 KC66,-6.31792268081859,53.5183578814552,
773,Oola Health Centre,,Health Centre,NULL,Oola Community Sports Centre,Glebe,Oola,Co. Limerick,E34 VY22,-8.26326699255422,52.5296284625759,
774,Oughterard Health Centre,Oughterard,Health Centre,,Main Street,Oughterard,Co. Galway,,H91 C590,-9.31732925392317,53.4280740681185,
775,Our Lady's Clinic PCC,,Health Centre,NULL,Our Lady's Clinic,Patrick Street,Dun Laoghaire,Co. Dublin,A96 TW56,-6.13707884874086,53.2912512586058,
776,Our Lady's Hospital Campus,,Health Centre,NULL,HSE,Our Lady's Hospital,Navan,Co. Meath,C15 RK7Y,-6.69714473887127,53.6503009444222,
777,Our Lady's Hospital Cashel PCC,,Health Centre,NULL,Our Lady's Campus,Lower Green,Cashel,Co. Tipperary,E25 P407,-7.88831034028642,52.5140049089207,
778,Owenacurra Mental Health,Owenacurra,Health Centre,,HSE,Owenacurra Centre,The Green,Midleton,Co. Cork,-8.17355694870804,51.9172175066638,
779,Pallasgreen ,,Health Centre,NULL,Garranbeg,Pallasgreen,Co. Limerick,,V94 0K07,-8.33938833877682,52.5663323259904,
780,Paulstown Health Centre,Paulstown,Health Centre,,Paulstown,Co. Kilkenny,,,R95 RY10,-7.02176225681434,52.682075352324,
781,Pearse Road Millenium Court,,Health Centre,NULL,Tusla Millennium Court,Pearse Road,Letterkenny,Co. Donegal,F92 XV00,-7.73237575438147,54.9511361086867,
782,Pearse Street Primary Care Centre,,Health Centre,NULL,15 Mark's Lane,Dublin 2,,,D02 TD23,-6.24953268958034,53.3448994692993,
783,Pettigo Health Centre,Pettigo,Health Centre,,Main Street,Pettigo,Co. Donegal,,F94 KC84,-7.83317356903225,54.5493325930087,
784,"Portlaw Health Centre, ",Portlaw,Health Centre,,Portlaw,Co. Waterford,,,X91 FT22,-7.32049082593575,52.2879193575949,
785,Portmarnock Primary Care Centre,Portmarnock,Health Centre,,Kingsford Cross,Strand Road,Portmarnock,Co. Dublin,D13 YV05,-6.13522347104797,53.4225414869558,
786,"Portroe Health Centre, ",Portroe,Health Centre,,Portroe,Nenagh,Co. Tipperary,,E45 KF10,-8.35306970840173,52.8819076889848,
787,Portumna Primary Care Centre,Portumna,Health Centre,,Saint Bridget's Road,Portumna,Co. Galway,,H53 EK74,-8.22308764419277,53.0992925913386,
788,Primary Care Centre - Kinnegad ,Ballyboggan,Health Centre,,The Clinic,Main Street,Kinnegad,Co. Westmeath,N91 PX33,-7.0978106670224,53.4535858326139,
789,Primary Care Health Centre Arklow,Arklow,Health Centre,,Castle Park,Arklow,Co. Wicklow,Y14ae10,,-6.15498561767945,52.7969548360003,
790,Quigleys point Health Centre,Quigleys Point,Health Centre,,Quigleys Point Health Centre,Carrowkeel,Quigleys Point,Co. Donegal,F93 V123,-7.19634456635879,55.1243764216304,
791,Quin Health Centre,,Health Centre,NULL,Quinville,Quin,Co. Clare,,V95 NT35,-8.86963815468386,52.8228277629294,
792,Raheny Health Centre,Raheny,Health Centre,,33 Main Street,Raheny,Dublin 5,,D05 CH52,-6.17521270894581,53.3790423453214,
793,Railway Street - PCC,,Health Centre,NULL,Saint Josephs Convent,Leighsbrook Lane,Navan,Co. Meath,C15 E9X3,-6.68823472955544,53.6493126976185,
794,Ramelton Primary Care Centre,Ramelton,Health Centre,,Ramelton Health Centre,Back Road,Ramelton,Co. Donegal,F92 DE98,-7.64885679257391,55.0342637084439,
795,Ranelagh Primary Care Centre,Ranelagh PCC,Health Centre,,22-26 Sandford Road,Ranelagh,Dublin 6,,,-6.2486529811007,53.3229905091215,
796,Raphoe Health Centre,Raphoe,Health Centre,,Meetinghouse Street,Raphoe,Co. Donegal,,F93 X681,-7.60262704643218,54.8732138037843,
797,Rathcabbin Health Centre,Rathcabbin,Health Centre,,Derry,Rathcabbin,Co. Tipperary,,R42 FH22,-8.03364270557765,53.1165014672633,
798,Rathclaren House - PCC,,Health Centre,NULL,Rathclaren House,27 Dublin Road,Bray,Co. Wicklow,A98 NP49,-6.11531534369123,53.2090680623753,
799,Rathcoole Health Centre,Rathcoole,Health Centre,,Main Street,Rathcoole,Co. Dublin,,D24 EY68,-6.46397071503205,53.2814926303893,
800,Rathdrum Health Centre,,Health Centre,NULL,Fair Green,Rathdrum,Co. Wicklow,,A67 WY24,-6.23637510693635,52.9319012967141,
801,Rathdrum Medical Centre,Rathdrum,Health Centre,,Fair Green,Rathdrum,Co. Wicklow,,A67 TD53,-6.23622423129111,52.9318737845158,
802,Rathfarnham Health Centre,Rathfarnham,Health Centre,,Dispensary Lane,Dublin 14,,,D14 AY79,-6.28094250537346,53.2931051646702,
803,"Rathkeale Health Centre, ",Rathkeale,Health Centre,,Rathkeale,Co. Limerick,,,V94 VK38,-8.92865316951358,52.5243569227481,
804,Rathmines,Rathmines,Health Centre,,Unit 46/47,Swan Shopping Centre,Rathmines Road Lower,Dublin 6,D06 R6P5,-6.26492175386542,53.3235076382941,
805,Rathmullan Health Centre,Rathmullan,Health Centre,,Pier Road,Rathmullan,Co. Donegal,,F92 PC43,-7.53406172381341,55.0956915360066,
806,Rathnew Health Centre,,Health Centre,NULL,Main Street,Rathnew,Co. Wicklow,,A67 KC04,-6.08151070738555,52.9945868093853,
807,Rathvilly Health Centre,Rathvilly,Health Centre,,Rathvilly,Co. Carlow,,,R93 W6W8,-6.69073932689066,52.8798459430545,
808,Realtog Centre,Kilnaleck,Health Centre,,The RÃƒÂ©altÃƒÂ³g Centre,Upper Main Street,Kilnaleck,Co. Cavan,A82 A0W4,-7.32054686014823,53.8601998461438,
809,"Rearcross Health Centre, s",Rearcross,Health Centre,,Rearcross,Co. Tipperary,,,V94 W9H6,-8.23664322003351,52.6865900619783,
810,Rhode Health Centre,Rhode,Health Centre,,Rhode,Co. Offaly,,,R35 DK16,-7.20195416621904,53.3483826205529,
811,Rian Counselling Services HSE,,Health Centre,NULL,34 Brews Hill,Navan,Co. Meath,,C15 VP66,-6.69179640053665,53.6512364143546,
812,Riverside Health Centre,,Health Centre,NULL,The Bridge,Doneraile,Co. Cork,,P51 W3YP,-8.58424160755988,52.2182951160011,
813,Riverstown,Riverstown,Health Centre,,Riverstown Village,Glanmire,Cork.,,T45 KX75,-8.39578400547691,51.9286039840833,
814,Riverstown Health Centre,Riverstown,Health Centre,,Ross Road,Riverstown,Co. Sligo,,F52 D372,-8.39339916794209,54.1324897196913,
815,Rochfortbridge Health Centre,Rochfortsbridge,Health Centre,,81 Derrygreenagh Park,Rochfortbridge,Co. Westmeath,,N91 VF50,-7.29631574230195,53.4196466182779,
816,"Rosbercon Health Centre, ",Rosbercon,Health Centre,,Millbanks,Rosbercon,New Ross,Co. Kilkenny,Y34 DW65,-6.95678260995776,52.395319894128,
817,Roscommon Primary Care Centre,,Health Centre,NULL,Golf Links Road,Roscommon,,,F42 HY97,-8.18767255136487,53.6274330208353,
818,Roscommon University Hospital / Outpatients,,Health Centre,NULL,Roscommon Hospital,Ardsallagh Beg,Co. Roscommon,,F42 AX61,-8.17508290969464,53.624762190131,
819,Roselawn Health Centre,Roselawn,Health Centre,,Roselawn Road,Dublin 15,,,D15 PC90,-6.38245110750121,53.3843593360794,
820,Rosse Court Resource Centre,Rosse Court Resource Centre,Health Centre,,Rosse Court Avenue,Lucan,Co. Dublin,,K78 R9C9,-6.41920196910548,53.3413728257652,
821,"Rosslare Health Centre, ",Rosslare,Health Centre,,Saint Martin's Road,Rosslare Harbour,Co. Wexford,,Y35 X244,-6.33867100246057,52.2498598165689,
822,Rowlagh Health Centre,Rowlagh,Health Centre,,Collinstown Road,Dublin 22,,,D22 C9C3,-6.39682814416026,53.3442660504961,
823,Rush Health Centre,,Health Centre,NULL,The Square,Lower Main Street,Rush,Co. Dublin,K56 R274,-6.0880127367682,53.5215999402016,
824,Rylane Health Centre,Rylane,Health Centre,,Knocknagoun,Rylane,Co. Cork,,P32 P981,-8.84123353499448,51.9837751206016,
825,Saint Joseph Adolesent & Family ServiceGate Lodge,,Health Centre,NULL,193 Richmond Road,Dublin 3,,,D03 PV21,-6.24575661050376,53.365001584894,
826,Sallynoggin Health Centre,Sallynoggin,Health Centre,,Glenageary Road Upper,Glenageary,Co. Dublin,,A96 WR99,-6.13796173635826,53.2806649154004,
827,Scariff Health Centre,Scariff,Health Centre,,Drewsborough,Scarriff,Co. Clare,,V94 HPK3,-8.5343687015626,52.9079836265371,
828,Scotstown Health Centre,Scotstown,Health Centre,,Bog Road,Scotstown,Co. Monaghan,,H18 AE00,-7.06891023029679,54.2763611435941,
829,Sexual Assault Treatment Unit,,Health Centre,NULL,Cregville,Hazelwood,Castlegar,Galway,H91 HHN8,-8.98962449404655,53.3049038723438,
830,Shankill PCC,Shankill,Health Centre,,Lower Road,Shankill,Co. Dublin.,,D18 DW08,-6.12620367323138,53.2301352427342,
831,Shannon Health Centre,Shannon,Health Centre,,Shannon Town Centre,Shannon,Co. Clare,,V14 Y029,-8.87748579837841,52.7085451517176,
832,Shannonbridge Health Centre,Shannonbridge,Health Centre,,Main Street,Shannonbridge,Co. Offaly,,N37 E6F5,-8.04553029139546,53.2795038380525,
833,Shantalla Road 43 (TUSLA),,Health Centre,NULL,43 Shantalla Road,Galway,,,H91 VY61,-9.06912141176451,53.2728994517323,
834,Shercock Health Centre,Shercock,Health Centre,,Fair Green,Shercock,Co. Cavan,,A81 PF88,-6.8953312976022,53.9942545414077,
835,Shiel House - PCC,,Health Centre,NULL,Sheil House,College Street,Ballyshannon,Co. Donegal,F94 XK07,-8.18911201896267,54.5024207991006,
836,Shinrone Health Centre ,Shinrone,Health Centre,,Roscrea Road,Shinrone,Birr,Co. Offaly,R42 YD86,-7.92407056225324,52.9842083777237,
837,Shrule Health Centre,Shrule,Health Centre,,Dalgan Road,Shrule,Co. Mayo,,H91 FF84,-9.08778727328789,53.5226522478333,
838,Sixmilebridge Health Centre,Sixmilebridge,Health Centre,,Lodge Road,Sixmilebridge,Co. Clare,,V95 V098,-8.77643187583674,52.7423240663434,
839,Skerries Health Centre,Skerries,Health Centre,,Thomas Hand Street,Skerries,Co. Dublin,,K34 WK35,-6.11059354972456,53.5791349724059,
840,Skreen Primary Care Centre,Skreen,Health Centre,,Skreen Health Centre,Gerrib Big,Skreen,Co. Sligo,F91 P278,-8.70242227391268,54.2430108784315,
841,Slane Health Centre,Slane,Health Centre,,Chapel Street,Slane,Co. Meath,,C15 KP52,-6.54160439749337,53.7108737007561,
842,Sliabh Sneacht PCC,,Health Centre,NULL,24 Slieve Sneacht Road,Letterkenny,Co. Donegal,,F92 W9WK,-7.73969214879,54.9597764294557,
843,Smear Health Centre,Smear,Health Centre,,Smear,Co. Longford,,,N39 RW13,-7.5993091315067,53.8707774692523,
844,Smithboro Health Centre / Mulladuff Health Centre,Mulladuff,Health Centre,,Mulladuff,Smithborough,Co. Monaghan,,H18 EC83,-7.10417181361907,54.2200804000934,
845,Kenmare/Sneem,Sneem,Health Centre,,South Square,Sneem,Co. Kerry,,V93 X62X,-9.89951954996357,51.8379212657736,
846,South Earl Street Health Centre,,Health Centre,NULL,33-35 Earl Street SouthDublin 8,,,,D08 V8C6,-6.27992491358254,53.3414119573274,
847,"Southill Health Centre, ",Southill,Health Centre,,291a Donough O'malley Park,Limerick,,,V94 E5Y9,-8.60861963139616,52.6456040363671,
848,Dundalk Primary Health Care Unit,,Health Centre,NULL,Barrack Street,Dundalk,Co. Louth,,A91 YP80,-6.38705421245928,54.0051507492062,
849,St. Brendan's Health Centre Rosbrien,St. Brendan's,Health Centre,,Rosbrien Road,Limerick,,,V94 AX66,-8.63115494288677,52.6521458382642,
850,St. Eunans Court - PCC,,Health Centre,NULL,9 Saint Eunans Court,Letterkenny,Co. Donegal,,F92 XK37,-7.74059469603741,54.9472161906865,
851,St. Johns Hospital / National Ambulance Manager Office,,Health Centre,NULL,Saint John's Community Hospital,Ballytivnan Road,Ballytivnan,Sligo,F91 H224,-8.46865450678978,54.279758987124,
852,St. Johnston Primary Care & Resource Centre,St. Johnston,Health Centre,,Chapel Road,Saint Johnston,Co. Donegal,,F93 DW72,-7.46410885352528,54.9330310111853,
853,St. Joseph's Campus,Longford,Health Centre,,Saint Joseph's Hospital,Dublin Road,Longford,,N39 ER84,-7.78657979229973,53.723721267166,
854,St. Josephs Hospital,St. Joseph's,Health Centre,,Saint Josephs Hospital,Lifford Road,Ennis,Co. Clare,V95 RT99,-8.97793887465743,52.8518067955598,
855,St. Loman's Hospital - Primary Care Unit,,Health Centre,NULL,Saint Lomans,Delvin Road,Mullingar,Co. Westmeath,N91 X36E,-7.32057474924455,53.5333045707548,
856,St. Loman's Road - Clondalkin Lucan Centre Addiction Centre,,Health Centre,NULL,Clondalkin & Lucan Centre,Saint Lomans Road,Lucan,Co. Dublin,K78 P7W9,-6.40535555111508,53.3534921692363,
857,St. Mary's Health Centre & Day Hosp,,Health Centre,NULL,Parnell Street,Thurles,Co. Tipperary,,E41 PN20,-7.81981815220988,52.681071397647,
858,St. Peter's Campus,Castlepollard,Health Centre,,Castlepollard,Co. Westmeath,,,N91 P521,-7.29991329558886,53.6766982931976,
859,St. Peter Parish Hall,Peter Street Primary Care Unit,Health Centre,,Saint Peter's Parish Hall,Peter Street,Drogheda,Co. Louth,A92 XP84,-6.35120748093398,53.7167826090581,
860,St.Laurence Health Centre,,Health Centre,NULL,Saint Laurence Town Centre,Drogheda,Co. Louth,,A92 PH32,-6.35069758280568,53.7159324927382,
861,St.Paul's Garden Vale,,Health Centre,NULL,Saint Pauls,Garden Vale,Athlone,Co. Westmeath,N37 T3P2,-7.93515414331534,53.4252930175498,
862,Stillorgan Health Centre,Stillorgan,Health Centre,,Saint Brigid's Church Road,Stillorgan,Co. Dublin,,A94 AP27,-6.19522070740259,53.2840904497552,
863,Stradbally Health Centre,Stradbally,Health Centre,,Main Street,Stradbally,Co. Laois,,R32 TKP8,-7.15073693589063,53.0170759619259,
864,Stranacorkragh Health Centre,,Health Centre,NULL,Stranacorkra,Derrybeg,Co. Donegal,,F92 YF20,-8.29028850494672,55.0877685897279,
865,Stranorlar Primary Care Centre,Stranorlar,Health Centre,,Pound Street,Stranorlar,Co. Donegal,,F93 D9HH,-7.76625292695138,54.8050696310566,
866,Strokestown Health Centre,,Health Centre,NULL,Church Street,Strokestown,Co. Roscommon,,F42 XH33,-8.10968810103962,53.7767829720843,
867,Summerhill Health Centre,,Health Centre,NULL,90-92 Summerhill,Dublin 1,,,D01 HN35,-6.25207154057566,53.3562637582761,
868,Summerhill Medical Centre,Summerhill,Health Centre,,Summerhill Primary Care Centre,New Road,Summerhill,Co. Meath,A83 V252,-6.73956975417044,53.4825310030322,
869,Swanlinbar Health Centre,Swanlinbar,Health Centre,,Creamery Road,Swanlinbar,Co. Cavan,,H14 HC58,-7.70475865895559,54.1911231220391,
870,Swinford Aras Attracta,Swinford,Health Centre,,ÃƒÂRas Attracta,Park Road,Swinford,Co. Mayo,F12 R704,-8.94939405490165,53.9358214301069,
871,"Swords Business Campus, Unit 7",,Health Centre,NULL,Swords Business Campus,Balheary Road,Swords,Co. Dublin,K67 D8H0,-6.21728701926311,53.4685357133787,
872,Swords Health Centre,Swords,Health Centre,,Bridge Street,Swords,Co. Dublin,,K67 X765,-6.22171266203682,53.4598044585516,
873,"Taghmon Health Centre, ",Taghmon,Health Centre,,Taghmon,Co. Wexford,,,Y35 H9WC,-6.65095302290708,52.322388151939,
874,Talbot Centre - Buckingham Street Upper - PCC,,Health Centre,NULL,Talbot Centre,29 Buckingham Street Upper,Dublin 1,,D01 YV60,-6.25048322393193,53.355013295796,
875,Tallaght Cross Primary Care Centre,,Health Centre,NULL,The Russell Building,Tallaght Cross West,Dublin 24,,D24 DH74,-6.37615487676027,53.2874041111567,
876,Tallow Health Centre,Tallow,Health Centre,,Convent Street,Tallow,Co. Waterford,,P51 FX99,-8.00735842167418,52.0957795002887,
877,Tamney Health Centre,Tamney,Health Centre,,Tamney,Co. Donegal,,,F92 YV66,-7.69091925860418,55.1991680973571,
878,Tarbert Health Centre,Tarbert,Health Centre,,Kilpadogue,Tarbert,Co. Kerry,,V31 T189,-9.38117419652357,52.5740311993566,
879,Teach Laighne - PCC,,Health Centre,NULL,Teach Laighne,Humbert Street,Tubbercurry,Co. Sligo,F91 K5DW,-8.72855803845189,54.0550954308391,
880,"Templerainey Health Centre, ",Templerainey,Health Centre,,Inbhear MÃƒÂ³r Square,Arklow,Co. Wicklow,,Y14 HT96,-6.15115305433445,52.8068981954595,
881,Termonfeckin Health Centre,Termonfeckin,Health Centre,,Drogheda Road,Termonfeckin,Co. Louth,,A92 RR64,-6.27472417204236,53.7584216163701,
882,The Haymarket,Haymarket,Health Centre,,Haymarket Health Centre,John Street,Drogheda,Co. Louth,A92 KP58,-6.35209694421927,53.7127587956367,
883,The Ramparts,,Health Centre,NULL,HSE,The Ramparts,Dundalk,Co. Louth,A91 VY29,-6.39811073806167,54.0029773462182,
884,The Swan Health Centre,The Swan,Health Centre,,The Swan,Co. Laois,,,R14 VY10,-7.15462238575139,52.8848671154542,
885,The Thompson Centre,,Health Centre,NULL,53 Mountjoy Street,Dublin 7,,,D07 P7D0,-6.26881759364074,53.3550229472831,
886,Thomas Court Primary Care Centre PCC,,Health Centre,NULL,Thomas Court Primary Care,4 Saint Catherine's Lane West,Dublin 8,,D08 WTW0,-6.28074174897542,53.3422416183377,
887,Thomastown Health Centre,Thomastown,Health Centre,,Lady's Well Street,Thomastown,Co. Kilkenny,,R95 ACW2,-7.14215150675162,52.5277192293324,
888,"Tinahely Health Centre, ",Tinahely,Health Centre,,Barton Street,Tinahely,Co. Wicklow,,Y14 AE67,-6.46511857960715,52.79793106582,
889,Tipperary Health Centre (New) / St.Vincent's Centre,,Health Centre,NULL,Hse,Saint Vincent's Day Hospital,Saint Vincent's Court,Tipperary,E34 H982,-8.15705451515476,52.4671839946418,
890,Tipperary Primary Care Centre,Tipperary,Health Centre,,Rosanna Road,Tipperary,,,E34 K682,-8.15918657395513,52.4790498624997,
891,Tivoli Road PCC,,Health Centre,NULL,HSE,Tivoli Road,Dun Laoghaire,Co. Dublin,A96 DK64,-6.13989021445738,53.288089484979,
892,Togher Family Centre,Togher,Health Centre,,6 Maglin Grove,Togher,Cork,,T12 C8VW,-8.49534224295198,51.8787968682695,
893,Toomevara Health Centre,Toomevara,Health Centre,,Coolkereen,Toomevara,Nenagh,Co. Tipperary,E45 C580,-8.03752169205992,52.8497779773121,
894,Town Hall Street - PCC,,Health Centre,NULL,Town Hall Street,Cavan,,,H12 W3R2,-7.36137248706779,53.9912901224983,
895,Tralee Primary Care Centre,Tralee,Health Centre,,John Joe Sheehy Road,Tralee,Co. Kerry,,V92 P2FE,-9.68525423281175,52.2672680033771,
896,Trim Health Centre,,Health Centre,NULL,Meath Enterprise Centre,Trim Road,Navan,Co. Meath,C15 F674,-6.68466613346173,53.6452352053189,
897,Tuam Health Centre,Tuam,Health Centre,,Primary Care Centre,Vicar Street,Tuam,Co. Galway,H54 H028,-8.85304742392469,53.5120033748496,
898,Tubbercurry Health Centre,Tubbercurry,Health Centre,,Teeling Street,Tubbercurry,Co. Sligo,,F91 PD27,-8.73245158931987,54.0527513603454,
899,Tulla Health Centre,Tulla,Health Centre,,Tulla Health Clinic,Tulla,Co. Clare,,V95 K6HD,-8.75508436083227,52.8656053013494,
900,Tullamore Health Centre,Tullamore,Health Centre,,Arden Road,Tullamore,Co. Offaly,,R35 NY51,-7.49101055760836,53.2821744554845,
901,Tullaroan Health Centre,Tullaroan,Health Centre,,Tullaroan,Co. Kilkenny,,,R95 W252,-7.437001209765,52.6610093924122,
902,Tullow Health Centre ,Tullow,Health Centre,,Station Road,Tullow,Co. Carlow,,R93 H0C1,-6.73041316000408,52.8037188703216,
903,"Tully Health Centre, Ballinahown (New) ",Ballinahown,Health Centre,,Tully,Ballynahown,Co. Galway,,H91 YN52,-9.48900128066187,53.2373656312049,
904,Tullycross Health Centre (Renvyle),,Health Centre,NULL,Renvyle Health CentreTully More,Renvyle,Co. Galway,,H91 RW52,-9.97514902904224,53.5961376342307,
905,Turloughmore Health Centre,Lackagh,Health Centre,,Lackagh More,Turloughmore,Co. Galway,,H65 HD26,-8.90536354806882,53.3665626173455,
906,"Tusla-child And Family Agency - Dartmouth House,",,Health Centre,NULL,Kylemore Road,Dublin 10,,,D10 XD32,-6.34513981663558,53.3368061976207,
907,Tynagh Health Centre,,Health Centre,NULL,Tynagh,Co. Galway,,,H62 FX45,-8.37321140671551,53.1499096203585,
908,Union Hall,Union Hall,Health Centre,,Listarkin,Union Hall,Co. Cork.,,P81 TW94,-9.14125709207329,51.5582907394863,
909,Unit 121 Broombridge Close - PCC,,Health Centre,NULL,Ballyboggan Road,Dublin 11,,,D11 N234,-6.3015532105038,53.3751400893308,
910,Shantalla Health Centre,Shantalla,Health Centre,,Inis Aoibhinn,Costello Road,Shantalla,Galway,H91 T861,-9.06850995190683,53.2755987688275,
911,Urlingford Health Centre,Urlingford,Health Centre,,Main Street,Urlingford,Co. Kilkenny,,E41 DK66,-7.57804201572016,52.7222877005876,
912,Waterville,Waterville,Health Centre,,Waterville Medical Centre,Lower Main Street,Waterville,Co. Kerry,V23 F304,-10.1716384590974,51.8247895923885,
913,Western House Medical Centre,Clonmel,Health Centre,,Western Road,Clonmel,Co. Tipperary,,E91 V6W9,-7.71521654276104,52.3533757339249,
914,Westport Health Centre,Westport,Health Centre,,St. Mary's Crescent,Westport,Co. Mayo,,F28 PV32,-9.52258715743292,53.8014740608744,
915,"Wexford Primary Care Centre, ",Wexford,Health Centre,,Grogan's Road,Wexford,,,Y35 DA39,-6.46441287479805,52.3350061633608,
916,Wicklow District Hospital,,Health Centre,NULL,Wicklow Health Centre,Glenside Road,Wicklow,,A67 HX30,-6.03549120474953,52.9774974224747,
917,Wicklow Primary Care Centre,Wicklow,Health Centre,,Knockrobin,Rathnew,Co. Wicklow,,A67 K5C7,-6.06572484017148,52.989859373051,
918,Wicklow Primary Healthcare Centre,,Health Centre,NULL,Knockrobin,Rathnew,Co. Wicklow,,A67 K5C7,-6.06572484017148,52.989859373051,
919,Williamstown Health Centre,Williamstown,Health Centre,,Ballyroe,Williamstown,Co. Galway,,F45 AH28,-8.5722818187528,53.6793008190472,
920,"Willow Grove Units 3,4,5,6,7 & 8 - PCC",,Health Centre,NULL,5 Leitrim Road,Carrick-on-shannon,Co. Leitrim,,N41 TV00,-8.09151710343997,53.9481713572976,
921,Woodford Health Centre,Woodford,Health Centre,,Woodford,Co. Galway,,,H62 VY47,-8.40346091626683,53.0533756336017,
