OBJECTID,name,alternate_name,category,subcategory,address1,address2,address3,address4,address5,lat,lon,POINT_Z
185,Callan Primary Care Centre,Callan,Health Centre,,Friary Walk Retail Park,Clashacollare,Callan,Co. Kilkenny,R95 N8XK,-7.38450225151112,52.5499224192335,
186,Caltra,Caltra,Health Centre,,Caltra,Ballinasloe,Co. Galway.,,,-8.43871717078282,53.4349603682968,
187,Camolin,Camolin,Health Centre,,Camolin,Enniscorthy,Co. Wexford.,,,-6.42138471085419,52.6184094976266,
188,Camp Health Centre,Camp,Health Centre,,Unit 7,Dwyers Shop,Tralee,Co. Kerry,V92 V277,-9.91145172635544,52.2209199456952,
189,Campile Health Centre,Campile,Health Centre,,Portobello,Campile,Co. Wexford,Y34 HY79,,-6.94525532941726,52.2917775332528,
190,Cappamore Health Centre,Cappamore,Health Centre,,Cappamore Health Clinic,Moore Street,Cappamore,Co. Limerick,V94 DY94,-8.33612956982796,52.6142497432598,
191,Cappawhite Health Centre,Cappawhite,Health Centre,,Main Street Upper,Cappawhite,Co. Tipperary,E34 F822,,-8.16357434824802,52.5820415898915,
192,Cappoquin Health Centre,Cappoquin,Health Centre,,Barrack Street,Cappoquin,Co. Waterford,P51 F96V,,-7.84300737254861,52.1461025684166,
193,Cappry Health Centre,Cappry,Health Centre,,Cappry,Ballybofey,Co. Donegal,F93 DD29,,-7.8227297735054,54.7905144439291,
194,Caradace Health Centre,Drumconrath,Health Centre,,District Nurse,Drumconrath Health Centre,Drumconrath,Co. Meath,C15 DH9H,-6.65125972750803,53.8496654167751,
195,Carigeen,Carigeen,Health Centre,,Church Hall,Carigeen,Co. Kilkenny.,,,-7.21597634857792,52.2705831718129,
196,Carlingford Medical Centre,,Health Centre,NULL,Trinity Close,Carlingford,Co. Louth,A91 PEX2,,-6.18758308173666,54.0384403789525,
197,Carndonagh District Hospital - PCC,Carndonagh,Health Centre,,Carndonagh Community Hospital,Derry Road,Carndonagh,Co. Donegal,F93 EW7T,-7.26770406632946,55.2452903297653,
198,Carnew Primary Care Centre,,Health Centre,NULL,Gorey Road,Carnew,Co. Wicklow,,,-6.48355722485583,52.7101814258763,
199,Carolan House (Convent-Offices),,Health Centre,NULL,Clorina House,Golf Links Road,Roscommon,F42 TF63,,-8.18493729720739,53.623455024195,
200,Carrick-on-Shannon Community Care,Carrick on Shannon,Health Centre,,Carrick-on-shannon Community Services,Leitrim Road,Carrick-on-shannon,Co. Leitrim,N41 XC59,-8.09094920199205,53.9488101688852,
201,Carrick on Suir,Carrick on Suir,Health Centre,,Waterford Road,Carrick on Suir,Co. Tipperary.,,,-7.40373906156782,52.3477992940171,
202,Carrickmacross Health Centre,Carrickmacross,Health Centre,,Emmet Road,Carrickmacross,Co. Monaghan,A81 YR28,,-6.7152282145111,53.9751010385133,
203,Carrigaholt Health Centre,,Health Centre,NULL,Rinemackaderrig,Carrigaholt,Co. Clare,V15 DA21,,-9.70879677043317,52.6012066565673,
204,Carrigaline Health Centre,,Health Centre,NULL,Church Hill,Carrigaline,Co. Cork,P43 NX28,,-8.39292155257015,51.8112456155983,
205,Carrigallen Primary Care Centre,Carrigallen,Health Centre,,Carrigallen Health Centre,Clooncorick,Carrigallen,Co. Leitrim,H12 K5N7,-7.64057437596,53.9768459719174,
206,Carrigans Health Centre,Carrigeens,Health Centre,,Carrigeens Health Centre,Carrigeens,Ballinfull,Co. Sligo,F91 R125,-8.60900634714281,54.3546444915756,
207,Carrignavar,Carrignavar,Health Centre,,Carrignavar,Co. Cork.,,,,-8.47807610127003,51.98826258223,
208,Carrigtwohill,Carrigtwohill,Health Centre,,Main Street,Carrigtwohill,Co. Cork.,,,-8.25729120524816,51.9093319800844,
209,Castlebar Campus,Castlebar,Health Centre,,Saint Mary's Hospital,Westport Road,Castlebar,Co. Mayo,F23 HP58,-9.30532216073153,53.8503093888962,
210,Castlebellingham Health Centre,Castlebellingham,Health Centre,,Dromena Road,Castlebellingham,Co. Louth,A91 NH00,,-6.39181154737186,53.9004826362687,
211,Castleblayney Health Centre,Castleblaney,Health Centre,,Thomas Street,Castleblayney,Co. Monaghan,A75 F772,,-6.73481851253044,54.1192030126419,
212,Castleblayney Primary Care Centre,,Health Centre,NULL,Primary Care Centre,Beech Corner,Castleblayney,Co. Monaghan,A75 P300,-6.73426083211383,54.1174849855903,
213,Castlebridge Health Centre,Castlebridge,Health Centre,,Castlebridge,Co. Wexford,Y35 VK61,,,-6.45013364850377,52.3809863755238,
214,Castlecomer Health Centre,Castlecomer,Health Centre,,Kilkenny Road,Castlecomer,Co. Kilkenny,R95 A096,,-7.21040410965032,52.8001714329613,
215,Castleconnell Health Centre,Castleconnell,Health Centre,,Coolbawn,Castleconnell,Co. Limerick,V94 XR96,,-8.50195093829145,52.7132705170344,
216,Castledermot Health Centre,Castledermot,Health Centre,,Main Street,Castledermot,Co. Kildare,R14 W225,,-6.83673359334112,52.9145301036381,
217,Castlefin Primary Care Centre,Castlefin,Health Centre,,C. P. I. Business And Enterprise Centre,Knockrawer,Castlefin,Co. Donegal,F93 AY82,-7.58732430844927,54.8023277987395,
218,Castlegregory Health Centre,Castlegregory,Health Centre,,Gregory Close,Castlegregory,Co. Kerry,V92 CK64,,-10.0215453093629,52.2568403075759,
219,Castleisland,College Road,Health Centre,,Kealgorm House,Limerick Road,Castleisland,Co. Kerry,V92 AY88,-9.46010348857644,52.2331155286045,
220,Castlelyons,Castlelyons,Health Centre,,1 Main Street,Co. Cork,,,,-8.23436798684482,52.0891932191813,
221,Castlemaine,Castlemaine,Health Centre,,Community Centre,Castlemaine,Co. Kerry,,,-9.70048476780535,52.1725451429206,
222,Castlemartyr Dispensary,Castlemartyr,Health Centre,,Main Street,Castlemartyr,Co. Cork,P25 NH93,,-8.05512829703117,51.9118753051078,
223,Castlerea Health Centre ,,Health Centre,NULL,Knockroe,Castlerea,Co. Roscommon,F45 NX00,,-8.48249203235717,53.7630294760929,
224,Castletown,Castletown,Health Centre,,Castletown,Kilmallock,Co. Limerick.,,,-8.81131267408987,52.4242035094259,
225,Castletown Geoghegan Health Centre,Castletown Geoghegan,Health Centre,,Woodside,Castletown Geoghegan,Co. Westmeath,N91 NX83,,-7.48409539751814,53.4427790275196,
226,Castletown/Wilkinstown,Castletown/Wilkinstown,Health Centre,,Balsaw,Wilkinstown,Co. Meath.,,,-6.70739637936895,53.7300800828473,
227,Castletownbere Health Centre,Castletownbere,Health Centre,,Bank Place,Castletownbere,Co. Cork,P75 HY11,,-9.91315055015216,51.650262112317,
228,Castletownroche,Castletownroche,Health Centre,,Community Hall,Castletownroche,Co. Cork.,,,-8.46547789865512,52.1716708980882,
229,Castletroy Health Centre,Milford,Health Centre,,Plassey Park Road,Castletroy,Limerick,V94 XE72,,-8.57332190525674,52.6692825890917,
230,Causeway,Causeway,Health Centre,,Causeway Health Centre,Marian Terrace,Causeway,Co. Kerry,V92 NRD2,-9.73323838331346,52.4113747061106,
231,Cavan,Townhall Street,Health Centre,,Townhall Street,Cavan Town,,,,-7.36137248706779,53.9912901224983,
232,Cavan,The Arcade,Health Centre,,The Arcade,Main Street,Cavan,,,-7.35948907025996,53.9899231760181,
233,Cavan General Hospital - Community Care,Lisdaran,Health Centre,,Cavan General Hospital,Lisdarn,Cavan,H12 Y7W1,,-7.37220334149774,54.001830626662,
234,Celbridge Primary Care Centre,Celbridge,Health Centre,,Shackleton Road,Celbridge,Co. Kildare,W23 PP59,,-6.54473992926335,53.3445807507713,
235,Chamber House ,Chamber House Health Centre Tallaght,Health Centre,NULL,Belgard Square West,Dublin 24,D24 T281,,,-6.37368946663266,53.2882675685249,
236,Chapel Hill,Chapel Hill,Health Centre,,Chapel Hill,Fermoy,Co. Cork.,,,-8.28031983915342,52.1368028667046,
237,Charlestown New Health Centre,,Health Centre,NULL,Ballagh Street,Charlestown,Co. Mayo,F12 D620,,-8.79166424339356,53.96372788468,
238,"Cherry Orchard, Primary Care Centre",Cherry Orchard,Health Centre,,Ballyfermot & Palmerstown Primary Care & Mental Health Ctr,Ballyfermot Road,Dublin 10,D10 C973,,-6.37165716484626,53.3432186689134,
239,Cherrymount - Pallative Care Office Space,,Health Centre,NULL,Cherrymount House,Molloway Hill,Ballinode,Sligo,F91 HY6E,-8.46024711655354,54.2746639229613,
240,Child & Family Agency - PCC,,Health Centre,NULL,Child & Family Agency,102 Patrick Street,Dun Laoghaire,Co. Dublin,A96 VW62,-6.13681390591915,53.2916958822107,
241,Church Road,Church Road,Health Centre,,Church Road,Falcarragh,Co. Donegal.,,,-8.1006116123421,55.1367201798815,
242,Church Road,Church Road,Health Centre,,Church Road,Ardfert,Co. Kerry.,,,-9.78225513016628,52.3268321697826,
243,"Church Road, 2 / The Nurses Cottage",,Health Centre,NULL,2 Church Road,Swords,Co. Dublin,K67 WN80,,-6.22322791061366,53.4592668199957,
244,Church View,Church View,Health Centre,,Church Street,Cavan,,,,-7.36000143067044,53.9949047642976,
245,Churchfield,Churchfield,Health Centre,,103/105 Knockfree Avenue,Fair Hill,Churchfield,Cork.,,-8.49072211402095,51.9072709928075,
246,Churchill Primary Care Centre,Churchill,Health Centre,,Keeloges,Churchill,Co. Donegal,F92 FRC3,,-7.88854850163456,54.9821026250286,
247,Churchtown,Churchtown,Health Centre,,Main Street,Mallow,Co. Cork,,,-8.73058808816187,52.2713829009508,
248,City Clinic - Amiens Street,,Health Centre,NULL,City Clinic,108/109 Amiens Street,Dublin 1,D01 A336,,-6.24826973374934,53.3529377420798,
249,City East PCT Centre - Doughiska,,Health Centre,NULL,Merlin Park Industrial Estate,Doughiska Road,Galway,H91 FCV9,,-8.98788724301689,53.2862479824981,
250,Civic Offices,,Health Centre,NULL,1/2 Main Street,Duleek,Co. Meath,A92 R9KW,,-6.4152941413127,53.6559419015524,
251,Clare Island Health Centre,Clare Island,Health Centre,,Capnagower,Clare Island,Co. Mayo,F28 E977,,-9.9517021808632,53.8030113807271,
252,Clarecastle Health Centre,Clarecastle,Health Centre,,Old Road,Clarecastle,Ennis,Co. Clare,V95 KP73,-8.96613950250219,52.8137098571456,
253,Claremorris Health Centre,Claremorris,Health Centre,,Knock Road,Claremorris,Co. Mayo,F12 VF96,,-8.99582438496485,53.7246135433243,
254,Claremorris PCC,,Health Centre,NULL,Claremorris Primary Care Centre,Kilcolman Road,Claremorris,Co. Mayo,F12 HX59,-9.00034326118694,53.7239551106621,
255,Clashmore Health Centre,Clashmore,Health Centre,,Chapel Lane,Clashmore,Co. Waterford,P36 H308,,-7.81848172586674,52.0093114681505,
256,Clifden Health Centre,Clifden,Health Centre,,Hospital Road,Clifden,Co. Galway,H71 XP84,,-10.0166607065308,53.4896353694843,
257,Cliffoney Health Centre,Cliffoney,Health Centre,,Cliffoney,Co. Sligo,F91 X004,,,-8.45243580881396,54.4305681372578,
258,Clogh Health Centre,Clogh,Health Centre,,Clogh,Castlecomer,Co. Kilkenny,R95 X5DA,,-7.16399885426164,52.8616461789084,
259,Cloghan Health Centre,Cloghan,Health Centre,,Castle Street,Cloghan,Co. Offaly,R42 XF34,,-7.88505574131713,53.2249432224738,
260,Cloghan Primary Health Care Centre,Cloghan,Health Centre,,Cloghan Beg,Cloghan,Co. Donegal,,F93 HK29,-7.93229735518478,54.8373150954046,
261,Clogheen Health Centre / Clogheen District Hospital,,Health Centre,NULL,Saint Teresa's District Hospital,Mountanglesby,Clogheen,Co. Tipperary,E21 Y447,-7.99159151699744,52.2719491884694,
262,Clogherhead Health Centre,,Health Centre,NULL,Clogherhead Health Care Centre,Clogherhead,Co. Louth,,A92 P58A,-6.2431087615251,53.7904527965998,
263,Clonaslee Health Centre,Clonaslee,Health Centre,,Clonaslee Medical Centre,Capparogan,Clonaslee,Co. Laois,R32 PW20,-7.52985385602079,53.1504135619159,
264,Clonbullogue Health Centre,Clonbullogue,Health Centre,,Clonbullogue,Co. Offaly,,,R45 P381,-7.08506892260826,53.2586589833697,
265,Clonbur Day & Health Centre,Clonbur,Health Centre,,Primary Care Centre,Clonbur,Co. Galway,,F12 E653,-9.36317799760347,53.5448715177965,
266,Clondalkin Health Centre,Boot Road,Health Centre,,Boot Road,Dublin 22,,,D22 E771,-6.3962066195781,53.3167191127225,
267,Clonea - Power Health Centre,Clonea,Health Centre,,Clodagh Drive,Clonea Power,Carrick-on-suir,Co. Waterford,E32 F893,-7.44583505631779,52.2819549192865,
268,Clones Business Technology Park - PCC,Clones,Health Centre,,Clones Business Technology Park,98 Avenue,Clones,Co. Monaghan,H23 AE86,-7.23091893938701,54.1805049567907,
269,Cloneygowan Health Centre,Cloneygowan,Health Centre,,Cloneygowan,Co. Offaly,,,R35 PX52,-7.2815410717723,53.1875003863708,
270,Clonmany Primary Care Centre,Clonmany,Health Centre,,Clonmany Health Centre,Cleagh,Clonmany,Co. Donegal,F93 N5DV,-7.40158379838536,55.2576728227572,
271,Clonmellon Health Centre,Clonmellon,Health Centre,,Killallon Road,Clonmellon,Co. Westmeath,,C15 FF98,-7.02360501677073,53.6649912984274,
272,Clonroche Health Centre,Clonroche,Health Centre,,Naomh Lucas Health Centre,Clonroche,Co. Wexford,,Y21 Y674,-6.71936514953225,52.4493842848369,
273,Clontibret Health Centre,Clontibret,Health Centre,,Moy Otra,Clontibret,Co. Monaghan,,H18 FN83,-6.84953260176137,54.2168798495419,
274,Cloughjordan Health Centre,Cloughjordan,Health Centre,,Step Road,Cloughjordan,Co. Tipperary,,E53 X257,-8.03551673319414,52.9433639584701,
275,Cobh Health Centre,Cobh,Health Centre,,Bishop Street,Cobh,Co. Cork,,P24 H923,-8.29458976518955,51.8534195404091,
276,Cobh Health Centre,Cobh,Health Centre,,Cobh Medical Centre,Canon O'leary Place,Cobh,Co. Cork,P24 HW13,-8.2952149342368,51.8526529852819,
277,Coen Tubbercurry PCC,,Health Centre,NULL,Teeling Street,Tubbercurry,Co. Sligo,,F91 HX89,-8.73269524745922,54.0525794569504,
278,Colehill Health Centre,Colehill,Health Centre,,Colehill,Co. Longford,,,N39 EY68,-7.68090121601299,53.598295741913,
279,Collooney Health Centre,Collooney,Health Centre,,Lower Main Street,Collooney,Co. Sligo,,F91 CRX3,-8.48941316175247,54.1856049155111,
280,Conna Dispensary Premises,Tallow,Health Centre,,Conna Health Centre,Conna,Co. Cork,,P51 DN72,-8.10749596381133,52.0932405620704,
281,Connolly Street Primary Care Centre,,Health Centre,NULL,Connolly Court,James Connolly Street,Cavan,,H12 C3W6,-7.36045440345754,53.9879276744603,
282,Convoy Health Centre,Convoy,Health Centre,,Office 7-9 Convoy Enterprise Centre,Convoy,Co. Donegal,,F93 ET66,-7.65889118270669,54.8579641425479,
283,Coolaney Health Centre,Coolaney,Health Centre,,Coolaney Primary Care Centre,Coolaney,Co. Sligo,,F56 AE39,-8.60543519534213,54.1692225859477,
284,Corduff Health Centre,,Health Centre,NULL,Corduff Green,Dublin 15,,,D15 TX83,-6.376339437432,53.3975467177965,
285,Corlough Health Centre,Corlough,Health Centre,,Corlough,Co. Cavan,,,H14 Y322,-7.7737903823783,54.1267600978567,
286,Cornamona Health Centre,,Health Centre,NULL,Cornamona,Co. Galway,,,F12 CC98,-9.45047406346532,53.5133213787741,
287,Corrandulla Health Centre,Corrandulla,Health Centre,,Corrandulla,Co. Galway,,,H91 X497,-8.99340729611471,53.3980839790123,
288,County Clinic,Ennis,Health Centre,,Ennis Health Centre,Harmony Row,Ennis,Co. Clare,V95 V651,-8.98524384968206,52.8464803454429,
289,Croom,Croom,Health Centre,,High Street,Croom,Co. Limerick.,,,-8.7168313714442,52.5190271930308,
290,Crosshaven Dispensary,,Health Centre,NULL,Upper Road,Crosshaven,Co. Cork,,P43 HP59,-8.30193720178104,51.8031866620364,
291,"Crossmolina Health Centre, ",Crossmolina,Health Centre,,Crossmolina Health Centre,Erris Street,Crossmolina,Co. Mayo,F26 E061,-9.32453988697836,54.0990971718431,
292,Cruagorm House Water St,,Health Centre,NULL,Apartment 4,Cruagorm House,Upper Main Street,Donegal,F94 PT8W,-8.10728845657398,54.6543053128224,
293,Cuan Barra,Dun Lua,Health Centre,,BÃƒÂ©al ÃƒÂtha an Ghaorthaidh,Co. ChorcaÃƒÂ­,,,,-9.2358287508635,51.8479484345016,
294,"Curlew Road Health Centre, ",Curlew Road,Health Centre,,Curlew Road,Dublin 12,,,D12 KF85,-6.32036510754963,53.3293159240287,
295,Curry Health Centre,Curry,Health Centre,,Curry,Co. Sligo,,,F91 PR90,-8.77332159301444,54.0014622209056,
296,Custom House Quay 2A-3A PCC,,Health Centre,NULL,3a Custom House Quay,Sligo,,,F91 YY77,-8.47782526199828,54.2743886054123,
297,Dalkey,Dalkey,Health Centre,,Kilbegnet Close,Dalkey,Co. Dublin.,,,-6.10618098731972,53.2767481693837,
298,"Dara  Court, St. Patrick Street PCC",,Health Centre,NULL,1 Dara Court,Saint Patrick's Street,Portumna,Co. Galway,H53 F343,-8.21825534397146,53.0920726538588,
299,Darley Health Centre,Darley,Health Centre,,The Darley Health Centre,Fairgreen,Cootehill,Co. Cavan,H16 C589,-7.08362808328303,54.0752648855318,
300,Darndale Health Centre,Darndale,Health Centre,,Darndale Belcamp Village Centre,Dublin 17,D17 X050,,,-6.19428739195836,53.4014802560051,
301,Deanery Street,Deanery Street,Health Centre,,Belturbet,Co. Cavan,H14 XN29,,,-7.439848371549,54.1020964538624,
302,Deansrath Health Centre,Deansrath,Health Centre,,Deansrath Shopping Centre,Saint Cuthbert's Road,Dublin 22,D22 R5Y0,,-6.4244245064694,53.3238183060852,
303,Delgany Health Centre,,Health Centre,NULL,Delgany,Co. Wicklow,A63 TV26,,,-6.09378411063475,53.1327555380174,
304,Delvin Health Centre,Delvin,Health Centre,,Main Street,Delvin,Co. Westmeath,N91 K2H0,,-7.09156763720753,53.6134092944704,
305,Department Of Employment Affairs And Social Protection,,Health Centre,NULL,Health Centre,Analore Street,Clones,Co. Monaghan,H23 KW98,-7.22901336024279,54.1773666532361,
306,Derrinisky,Derrinisky,Health Centre,,Derrinisky,Arigna,Co. Roscommon.,,,-8.10699608100014,54.0787351057989,
307,Derrinturn Health Centre,Derrinturn,Health Centre,,Derrinturn,Carbury,Co. Kildare,W91 CF90,,-6.94009943806427,53.3399437898408,
308,Dillons Cross,Dillons Cross,Health Centre,,Harrington Square,Ballyhooly Road,Cork.,,,-8.45688856543785,51.9082659275478,
309,Dispensary / Roscrea Health Centre,Gaol Road,Health Centre,,Gaol Road,Roscrea,Co. Tipperary,E53 XE48,,-7.79565711014227,52.9532244660536,
310,Dolanstown,Dolanstown,Health Centre,,Dolanstown,Ballydangan,Athlone,Co. Roscommon.,,-8.08557808777173,53.3499495200938,
311,Dominick Street 64 - (Drugs Services),,Health Centre,NULL,64 Dominick Street Lower,Galway,H91 D43E,,,-9.05670259732198,53.2713197900394,
312,Donabate Health Centre,Donabate,Health Centre,,Saint Patrick's Terrace,Ballalease,Donabate,Co. Dublin,K36 PN27,-6.14735323188659,53.4855592786753,
313,Donard Health Centre,Donard,Health Centre,,Donard Upper,Donard,Co. Wicklow,W91 PY65,,-6.61277218620265,53.0214257131576,
314,Donegal,Donegal,Health Centre,,Donegal Hospital,Donegal Town,Co. Donegal.,,,-8.09905380518033,54.6555686921384,
315,Donegal District Hospital,,Health Centre,NULL,Donegal Community Hospital,Drumlonagher,Donegal,F94 V670,,-8.09905379709549,54.6555686931778,
316,Donegal Town Day Care Centre,,Health Centre,NULL,The Cleary Centre,Lurganboy,Donegal,F94 D9NA,,-8.1125960823616,54.6405387841799,
317,Doneraile,Main Street,Health Centre,,Main Street,Doneraile,Co. Cork.,,,-8.58477342458113,52.21683028286,
318,Donnybrook,,Health Centre,NULL,HSE COMMUNITY CARE,VERGEMOUNT HALL,CLONSKEAGH ROAD,DUBLIN 6,,-6.24052666383538,53.3162498173129,
319,Doochary Health Centre,Doochary,Health Centre,,Doochary,Co. Donegal,F94 H324,,,-8.20841604276556,54.9061311581006,
320,Doon Health Centre,Doon,Health Centre,,Doon Health Clinic,Kilmoylan,Doon,Co. Limerick,V94 E3W6,-8.24878971289263,52.6032999448745,
321,Dooradoyle Health Centre,Dooradoyle,Health Centre,,Saint Nessan's Road,Dooradoyle,Limerick,V94 H662,,-8.65531541542245,52.6368350982744,
322,Douglas Health Centre ,Douglas,Health Centre,,Douglas Health Centre,Ravensdale,Douglas,Cork,T12 W322,-8.43686357714411,51.8733965274344,
323,Dowra,Dowra,Health Centre,,Drumnafinnila,Dowra,Co. Leitrim,,,-8.01575438174676,54.1913969410663,
324,Drimoleague Dispensary Premises,Drimoleague,Health Centre,,East End,Drimoleague,Co. Cork,P47 HP90,,-9.25876892406949,51.661691993052,
325,Drinagh,Drinagh,Health Centre,,Drinagh,Co. Cork.,,,,-9.15780051575299,51.6464849846444,
326,Drishane,Drishane,Health Centre,,Drishane Castle,Millstreet,Co. Cork.,,,-9.04781503421016,52.0776315469178,
327,Dromahaire Primary Care Centre,Dromahaire,Health Centre,,Dromahair Health Centre,Drumlease,Dromahair,Co. Leitrim,F91 VX2F,-8.29542107154338,54.2300064180928,
328,Dromcollogher Health Centre,Dromcollogher,Health Centre,,Buttevant Road,Dromcollogher,Co. Limerick,P56 TD39,,-8.90588899423805,52.3388387089429,
329,Dromina,Dromina,Health Centre,,Community Centre,Dromina,Co. Cork.,,,-8.80176578439043,52.3140260680708,
330,Dromod Primary Care Centre,Dromod,Health Centre,,Station Road,Dromod,Co. Leitrim,N41 XP03,,-7.9189094660615,53.8579792225371,
331,Drumalee Primary Care Centre,Drumalee,Health Centre,,Loughtee Business Park,Cootehill Road,Cavan,H12 NV22,,-7.35512420839671,54.0007139972923,
332,Drumcliffe Health Centre,,Health Centre,NULL,Drumcliffe Family Practice,Drumcliffe North,Drumcliffe,Co. Sligo,F91 E14K,-8.50110068377335,54.3296572527122,
333,Drumkeerin Health Centre,Drumkeerin,Health Centre,,Lugmeen,Drumkeeran,Co. Leitrim,N41 HR25,,-8.14158780229314,54.1683715407481,
334,Drumlish Health Centre,Drumlish,Health Centre,,Drumlish,Co. Longford,N39 F5D3,,,-7.77131051566284,53.8183338494961,
335,Drumshanbo Primary Care Centre,Drumshanbo,Health Centre,,Drumshambo Primary Care Centre,Ballinamore Road,Drumshanbo,Co. Leitrim,N41 E942,-8.03594688068816,54.0470950533328,
336,Dublin Road,Dublin Road,Health Centre,,Dublin Road,Dundalk,Co. Louth.,,,-6.3993759306977,53.988149298585,
337,Duleek Health Centre,Duleek,Health Centre,,Navan Road,Duleek,Co. Meath,A92 KRN8,,-6.41996406206328,53.6544971634082,
338,Dun Laoghaire,Dun Laoghaire,Health Centre,,Centenary House,35 York Road,Dun Laoghaire,Co. Dublin,A96 D850,-6.14425530988262,53.2897084486053,
339,Dunboyne Health Centre,,Health Centre,NULL,Dunboyne Primary Care Centre,Rooske Road,Dunboyne,Co. Meath,A86 PW80,-6.4722200556772,53.4165175652341,
340,Dungarvan,Dungarvan,Health Centre,,Saint Mary Street,Dungarvan,Co. Waterford.,,,-7.62110637997333,52.0883783830595,
341,Dungloe PSO / Early intervention Clinics,,Health Centre,NULL,Dungloe Public Services Centre,Gweedore Road,Dungloe,Co. Donegal,F94 H4CF,-8.36027560643705,54.9542142474617,
342,Dunkineely Health Centre,Dunkineely,Health Centre,,Main Street,Dunkineely,Co. Donegal,F94 C92X,,-8.36457067010103,54.6309910704079,
343,Dunlavin,Dunlavin,Health Centre,,Kilcullen Street,Dunlavin,Co. Wicklow,W91 D289,,-6.69915869077135,53.0596936036975,
344,Dunleer,Dunleer,Health Centre,,School Lane,Dunleer,Co. Louth.,,,-6.39450777332348,53.8277256030108,
345,Dunmanway Dispensary,Dunmanway,Health Centre,,Main Street,Dunmanway,Co. Cork,P47 KX20,,-9.11010137823304,51.7231640585084,
346,Dunmanway Family Resource Centre,,Health Centre,NULL,Kilbarry Road,Dunmanway,Co. Cork,P47 EC43,,-9.1211134578901,51.7169959223271,
347,Dunmore East Health Centre,Dunmore East,Health Centre,,Lower Dunmore,Dunmore East,Co. Waterford,X91 CC4V,,-6.99497843954432,52.1555942705301,
348,Dunmore Health Centr,Dunmore,Health Centre,,Dunmore Health Centre,The Square,Dunmore,Co. Galway,H54 T864,-8.74401739500966,53.61690893066,
349,Dunshaughlin Health Centre Campus,,Health Centre,NULL,Dunshaughlin Health Care Unit,Main Street,Dunshaughlin,Co. Meath,A85 WD91,-6.54279936433208,53.5081676171186,
350,Durrow Health Centre,Durrow,Health Centre,,The Square,Durrow,Co. Laois,R32 WEY2,,-7.39454730734124,52.8462876934089,
351,Easkey Primary Care Centre,,Health Centre,NULL,Easkey Primary Care And Day Care Centre,Bunowna,Easkey,Co. Sligo,F26 YK85,-8.95483498528753,54.285997169431,
352,Eason's Hill,Eason's Hill,Health Centre,,Eason's Hill,Cork.,,,,-8.47575078251266,51.9038195153015,
353,East Wall Health Centre,East Wall,Health Centre,,East Wall Community Welfare Service Office,Church Road,Dublin 3,D03 DX23,,-6.23661107909013,53.3520253640912,
354,Edenderry,Edenderry,Health Centre,,Ofalia House,St. Mary's Street,Edenderry,Co. Offaly.,,-7.06318144915113,53.3358839784059,
355,Edenmore Health Centre,Edenmore,Health Centre,,Edenmore Shopping Centre,Edenmore Park,Raheny,Dublin 5,D05 XE68,-6.18271162844365,53.3882033865796,
356,Edgeworthstown Health Centre,Edgeworthstown,Health Centre,,Ashling House,Dublin Road,Edgeworthstown,Co. Longford,N39 RW35,-7.60935372560277,53.6933696581378,
357,Elphin Health Centre,Elphin,Health Centre,,Chapel Street,Elphin,Co. Roscommon,F45 T671,,-8.20103100718785,53.8454007328407,
358,Ely Place 10 - PCC,,Health Centre,NULL,10 Ely Place,Sea Road,Galway,H91 N6W6,,-9.06241562740744,53.2687115319525,
359,Emo Health Centre,Emo,Health Centre,,Killimy,Emo,Co. Laois,R32 RY27,,-7.20906691165434,53.0968202569382,
360,"Emyvale Health Centre, Unit 6",Emyvale,Health Centre,,Main Street,Emyvale,Co. Monaghan,H18 P521,,-6.95878876178625,54.338300311405,
361,Enfield Health Centre,,Health Centre,NULL,Johnstown Road,Enfield,Co. Meath,A83 YN20,,-6.83321832483591,53.4140705757367,
362,"Enniscrone, Primary Care Centre",Enniscrone,Health Centre,,Enniscrone Primary Care Centre,Nephin Drive,Inniscrone,Co. Sligo,F26 R8X3,-9.08233186475457,54.2155036628945,
363,Enniskeane,Enniskeane,Health Centre,,Community Centre,Enniskeane,Co. Cork,,,-8.94190954258433,51.735639353278,
364,"Ennistymon Health Centre, on",Ennistymon,Health Centre,,Ennis Road,Ennistymon,Co. Clare,V95 W681,,-9.28889250419101,52.9368467008738,
365,Errill,Errill,Health Centre,,Errill,Co. Laois.,,,,-7.6812524348312,52.8588839148125,
366,Euro House PCC,,Health Centre,NULL,Eurohouse,Drimark,Donegal,F94 VFD6,,-8.14147113629056,54.6524462103119,
367,Eyeries Health Centre,Eyeries,Health Centre,,Hse,Eyeries Health Centre,Eyeries,Co. Cork,P75 EW93,-9.95693781566393,51.6950465245217,
368,Eyrecourt Health Centre,Eyrecourt,Health Centre,,Eyrecourt,Co. Galway,H53 FX94,,,-8.13009414569373,53.2005751779696,
369,Fahan Health Centre,Fahan,Health Centre,,Magherabeg,Burnfoot,Co. Donegal,F93 PH90,,-7.44050218966728,55.069740775273,
370,Fairhill,Fairhill,Health Centre,,27 Bridevalley View,Fairhill,Cork.,,,-8.25729120524816,51.9093319800844,
371,Falcarragh Health Centre,Station Road,Health Centre,,Ballyconnell,Falcarragh,Co. Donegal,F92 AY61,,-8.10083500448863,55.1377821557798,
372,Farranfore,Farranfore,Health Centre,,Farranfore,Co. Kerry,,,,-9.55020938762898,52.1718664166569,
