record_id,constituency,local_authority,register_reference,address_or_description,description,eircode,latitude,longitude,site_count,location_category,location_source,location_precision,source_x,source_y,source_coordinate_system,source_geometry_type,date_entered,valuation,source_url,source_date,retrieved_date,source_format,acquisition_method,extraction_quality
IE-DS-056d54d1834c46,Roscommon-Galway,Roscommon County Council,DS 09-2023,Hook&Tackle Bar,Commer,,53.4704055,-8.2698188,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-6085425fcff09d,Roscommon-Galway,Roscommon County Council,18/2022,"1 Church Rd.,",Reside,,53.7630286,-8.4847217,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-9644f52672f729,Roscommon-Galway,Roscommon County Council,34-2022,19 Erris Bay,House,,53.9797629,-8.279402,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-014fef7c3e342b,Roscommon-Galway,Roscommon County Council,36-2023,F42 HW67,House,F42 HW67,53.6136616,-8.2006098,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-6ad4176b0b563e,Roscommon-Galway,Roscommon County Council,38-2023,18B Convent Cou,House,,53.627891,-8.2010359,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-6edeb7bc22a1ca,Roscommon-Galway,Roscommon County Council,13-2023,43 Termon Rd,House,,53.9704543,-8.3054935,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-b6b2d8e3564e95,Roscommon-Galway,Roscommon County Council,07-2023,Lakeview Fillin,Mixed,,53.6772413,-8.0146632,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-94663bd615c120,Roscommon-Galway,Roscommon County Council,31-2023,"Station Rd.,",Mixed,,53.7425629,-8.6340338,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-8b9bfd28d8c303,Roscommon-Galway,Roscommon County Council,12-2023,Thomastown,House,,53.3620693,-8.0713358,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-6921357aa6b5d5,Roscommon-Galway,Roscommon County Council,001-2025,Ballinagard,SSB,,53.6100696,-8.2027377,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-cd84a8afdae162,Roscommon-Galway,Roscommon County Council,002-2025,Pound St F45HV5,2S Tce,,53.9042098,-8.574108,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-3beceff3f9dc8c,Roscommon-Galway,Roscommon County Council,003-2025,F45XN73,Cottag,F45 XN73,53.9055776,-8.5681244,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,MultiPolygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-b47cc5089ba093,Roscommon-Galway,Roscommon County Council,004-2025,F45Y242 Elphin,2S SD,F45 Y242,53.8433623,-8.2045154,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-e016b00548d1bc,Roscommon-Galway,Roscommon County Council,005-2025,22 Castlecourt,2SSD,,53.8986451,-8.5849976,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-79c0d3a091f669,Roscommon-Galway,Roscommon County Council,020-2025,St Marys Tce,2SSD,,53.6758622,-8.0061219,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-07bc996c63a2dc,Roscommon-Galway,Roscommon County Council,021-2025,42 Shannon Vall,Semi D,,53.9048078,-8.5649347,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-22091d9b198b47,Roscommon-Galway,Roscommon County Council,022-2025,14 Dun Ard,Det 2S,,53.5738945,-8.0862768,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-bcafeb07ea74ee,Roscommon-Galway,Roscommon County Council,023 - 2025,Main St F45F6P9,Com,F45 F6P9,53.9014846,-8.580963,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-69f67f682d08b9,Roscommon-Galway,Roscommon County Council,24 - 2025,Main St F45RK31,TceHse,F45 RK31,53.9012089,-8.5814302,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-695f186daa8a30,Roscommon-Galway,Roscommon County Council,025 - 2025,Main St F45HK00,TceHse,F45 HK00,53.9011831,-8.581503,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-c58f90a3a690d6,Roscommon-Galway,Roscommon County Council,26 - 2025,Main St F45YT57,TceHse,F45 YT57,53.9011265,-8.5815797,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-a38109a65fcab2,Roscommon-Galway,Roscommon County Council,27 - 2025,Main St F45YX45,Comm,F45 YX45,53.90122,-8.5820941,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-a63fe125a162e8,Roscommon-Galway,Roscommon County Council,006-2025,Castlecourt,Semi D,,53.8986491,-8.5851402,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-afd59caf3b4a50,Roscommon-Galway,Roscommon County Council,007-2025,Castlecourt,Semi D,,53.8986481,-8.5852902,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-a200efc50527d8,Roscommon-Galway,Roscommon County Council,028-2025,Strokestown,Detach,,53.7697318,-8.1188431,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-2a8a6edb19700e,Roscommon-Galway,Roscommon County Council,029-2025,Loughglinn Td,Det,,53.823268,-8.5600029,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-ab687c28124a20,Roscommon-Galway,Roscommon County Council,031-2025,Mocmoyne Rd,Semi D,,53.9733913,-8.3135834,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-7bcc33c919ebb3,Roscommon-Galway,Roscommon County Council,030-2025,Mocmoyne Rd.,Semi D,,53.9733639,-8.3139067,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-b3096b2702dc69,Roscommon-Galway,Roscommon County Council,019-2025,Frenchpark,Tce,,53.8687437,-8.4067001,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,MultiPolygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-25aa82b9deaa26,Roscommon-Galway,Roscommon County Council,037-2025,Market St,Tce Hs,,53.9033521,-8.5818831,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-5f3d6d076611e0,Roscommon-Galway,Roscommon County Council,036-2025,Market St,Com,,53.9034291,-8.582001,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-4f04ff02775cf4,Roscommon-Galway,Roscommon County Council,038-2025,Ballyleague,Semi D,,53.6766806,-7.997146,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-00e414e0e0bd9c,Roscommon-Galway,Roscommon County Council,34-2025,Ballyleague,Com,,53.679633,-8.0020415,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-b0dac920314734,Roscommon-Galway,Roscommon County Council,035-2025,Kilcolman,Det 2S,,53.9045561,-8.5681613,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-c20bcfe3c9631b,Roscommon-Galway,Roscommon County Council,039-2025,Cloverhill,UHD,,53.906239,-8.5895991,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-89b56c44c3d25b,Roscommon-Galway,Roscommon County Council,045-2025,Cootehall,Detach,,53.9864164,-8.158025,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-e89856f9196437,Roscommon-Galway,Roscommon County Council,46-2025,Cootehall,Semi d,,53.986276,-8.1585781,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-e3be8086311f73,Roscommon-Galway,Roscommon County Council,32-2025,Cootehall,Comm,,53.9844336,-8.1594058,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-8a6f1817c00766,Roscommon-Galway,Roscommon County Council,053-2025,Main st,Res,,53.8999738,-8.5830151,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-5635c459431bc4,Roscommon-Galway,Roscommon County Council,049-2025,Gleann Ard,Res,,53.9012838,-8.5732894,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-67a9ff5ce0f438,Roscommon-Galway,Roscommon County Council,050-2025,Ballaghaderreen,Res,,53.9010574,-8.5731726,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-e708a0978f2ab2,Roscommon-Galway,Roscommon County Council,031-2025,Ballaghaderreen,Res,,53.9009728,-8.5734166,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-f5ce40e2211956,Roscommon-Galway,Roscommon County Council,052-2025,Ballaghaderreen,Res,,53.9008666,-8.5738113,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-5a8651b96d2345,Roscommon-Galway,Roscommon County Council,048-2025,Main st,Vacant,,53.7693932,-8.4951234,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-44041e8492c5ff,Roscommon-Galway,Roscommon County Council,047-2025,Main st,Vacant,,53.7690956,-8.4953293,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-ea8addc31ed0a8,Roscommon-Galway,Roscommon County Council,44-2025,5 Saint John’s,Tce,,53.9004669,-8.5835234,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-8b95e58b6b93e1,Roscommon-Galway,Roscommon County Council,43-2025,5 Barry’s Court,Semi D,,53.744053,-7.9264892,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,MultiPolygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-c5dde38f892b2e,Roscommon-Galway,Roscommon County Council,42-2025,Bellanagare,Tce,,53.837124,-8.3828087,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-efb07d4b2f6efd,Roscommon-Galway,Roscommon County Council,41-2025,"Felton Road, Bo",Cottag,,53.9678281,-8.3118642,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-03e57fc0f7d168,Roscommon-Galway,Roscommon County Council,40-2025,"Felton Road, Bo",Cottag,,53.9680877,-8.3112088,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-0f59982c753504,Roscommon-Galway,Roscommon County Council,33-2025,Oran,Detach,,53.6696512,-8.336642,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-ad33170691ea12,Roscommon-Galway,Roscommon County Council,11-2025,Old Schoolhse C,BNM Sc,,53.6996433,-8.0139165,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-2b2ab5faeac878,Roscommon-Galway,Roscommon County Council,009-2025,Dundonnell,Det,,53.3997973,-8.1641151,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-95e6c4768be06d,Roscommon-Galway,Roscommon County Council,008-2025,Loughglinn,Det,,53.8232589,-8.5635111,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-4a9a118a662b0b,Roscommon-Galway,Roscommon County Council,54-2025,Ballyleague,Det,,53.6769776,-8.0115783,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-9172ddb29bd504,Roscommon-Galway,Roscommon County Council,12-2025,Ballaghaderreen,Semi D,,53.9051268,-8.5655402,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-7a13bb7e77d178,Roscommon-Galway,Roscommon County Council,13-2025,Bridge Street,Comm,,53.9712279,-8.302927,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-b80fd7e431e0f0,Roscommon-Galway,Roscommon County Council,14-2025,Main st,Comm,,53.9006225,-8.5817958,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-1667ffbdbb4693,Roscommon-Galway,Roscommon County Council,15-2025,Main St,Comm,,53.9003275,-8.5820094,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-cd781c0a489f17,Roscommon-Galway,Roscommon County Council,16-2025,Main st,Comm,,53.9007662,-8.581355,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-39e193e52a9122,Roscommon-Galway,Roscommon County Council,17-2025,Castle St,Comm,,53.6323239,-8.1899653,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-56291d4b65b8e3,Roscommon-Galway,Roscommon County Council,55-2025,Strokestown,Det,,53.7704291,-8.1187593,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-d9fefb5f2ba887,Roscommon-Galway,Roscommon County Council,56-2025,Frenchpark,Shed,,53.8664001,-8.4024759,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-24cbb9495c592b,Roscommon-Galway,Roscommon County Council,15-2023,Termonbarry,Semi D,,53.7452439,-7.9255519,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-7a81e8c8d95867,Roscommon-Galway,Roscommon County Council,27-2023,Pound St,Tce,,53.9024674,-8.5775788,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-e5a4b486395b10,Roscommon-Galway,Roscommon County Council,28-2023,Cloonfad,Det,,53.6839876,-8.7499344,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-d87eca3af70a51,Roscommon-Galway,Roscommon County Council,17-2022,2 Church Rd,Tce,,53.7629689,-8.4849628,1,Polygon centroid,authority_supplied_polygon_centroid,site_polygon_centroid,,,,Polygon,,,https://services1.arcgis.com/0g8o874l5un2eDgz/arcgis/rest/services/DerelictSitesRegister/FeatureServer/0,2026-07-08,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
