record_id,constituency,local_authority,register_reference,address_or_description,description,eircode,latitude,longitude,site_count,location_category,location_source,location_precision,source_x,source_y,source_coordinate_system,source_geometry_type,date_entered,valuation,source_url,source_date,retrieved_date,source_format,acquisition_method,extraction_quality
IE-DS-67acfac2eea396,Dublin Bay South,Dublin City Council,DS864,"Templemore Avenue, site to rear of 63 Highfield Road, Dublin 6","Templemore Avenue, site to rear of 63 Highfield Road, Dublin 6",,53.313332,-6.2694465,1,Authority point,authority_supplied_point,site_point,,,,Point,2025-10-20,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-ab8288c5c5b8b7,Dublin South-Central,Dublin City Council,DS492,4A Brainboro Terrace Dublin 8; 4B Brainboro Terrace Dublin 8; 4 Brainboro Terrace Dublin 8 D08PC5E,"Brainboro Terrace, 4A & 4B, Dublin 8",D08 PC5E,53.3326805,-6.2791078,1,Authority point,authority_supplied_point,site_point,,,,Point,2025-07-28,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-bf99d9e8323ce8,Dublin Bay South,Dublin City Council,DS1247,58 Shelbourne Road Dublin 4,"Shelbourne Road, 58, Dublin 4",,53.3357104,-6.2322771,1,Authority point,authority_supplied_point,site_point,,,,Point,2025-12-05,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-94d3e06408f7a9,Dublin North-West,Dublin City Council,DS1982,32 Coolgariff Road Dublin 9 D09AE62,"Coolgariff Road, 32, Beaumont, Dublin 9",D09 AE62,53.3891911,-6.2360362,1,Authority point,authority_supplied_point,site_point,,,,Point,2025-09-16,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-29c46988b3287d,Dublin Bay North,Dublin City Council,DS1516,2 Clanawley Road Dublin 5 D05E516,"Clanawley Road, 2, Clontarf, Dublin 5",D05 E516,53.3745693,-6.2081793,1,Authority point,authority_supplied_point,site_point,,,,Point,2025-06-25,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-cad1bed0a8e394,Dublin Bay North,Dublin City Council,DS1562,91 Raheny Road Raheny Dublin 5 D05F9W2,"Raheny Road, 91, Raheny, Dublin 5",D05 F9W2,53.3845919,-6.1756283,1,Authority point,authority_supplied_point,site_point,,,,Point,2025-10-13,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-784aee2f0e8801,Dublin Central,Dublin City Council,DS1650,12 Everton Avenue Dublin 7 D07RX5V,"Everton Avenue, 12, Cabra East, Dublin 7",D07 RX5V,53.3577945,-6.2906293,1,Authority point,authority_supplied_point,site_point,,,,Point,2026-02-11,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-c0c1e96164b0f0,Dublin West,Dublin City Council,DS1662,487 Blackhorse Avenue Dublin 7 D07N6V2,"Blackhorse Avenue, 487, Ashtown, Dublin 7",D07 N6V2,53.365447,-6.3206002,1,Authority point,authority_supplied_point,site_point,,,,Point,2025-09-02,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-684a905b81268c,Dublin Bay South,Dublin City Council,DS1744,"Irishtown Road/Rosary Terrace, Site on laneway, Dublin 4","Irishtown Road/Rosary Terrace, Site on laneway, Dublin 4",,53.3400725,-6.2244286,1,Authority point,authority_supplied_point,site_point,,,,Point,2025-07-10,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-7fc7722112558f,Dublin South-Central,Dublin City Council,DS1753,231 South Circular Road Dublin 8 D08E6HH,"South Circular Road, 231, Dublin 8",D08 E6HH,53.3317156,-6.2854778,1,Authority point,authority_supplied_point,site_point,,,,Point,2025-07-09,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-9db6d1bfba2428,Dublin Central,Dublin City Council,DS2071,118 Dorset Street Upper Dublin 1 D01F2H7; Apartment 2 118 Dorset Street Upper Dublin 1 D01Y566; Apartment 1 118 Dorset Street Upper Dublin 1 D01DX07,"Dorset Street Upper, 118, Dublin 1",D01 F2H7,53.3545359,-6.2668219,1,Authority point,authority_supplied_point,site_point,,,,Point,2025-09-02,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-90eea986b60921,Dublin Central,Dublin City Council,DS2072,119 Dorset Street Upper Dublin 1 D01E7K4,"Dorset Street Upper, 119, Dublin 1",D01 E7K4,53.354511,-6.2668622,1,Authority point,authority_supplied_point,site_point,,,,Point,2025-09-02,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-ca1a4e2f31e3b2,Dublin South-Central,Dublin City Council,DS2096,17 Slievemore Road Crumlin Dublin 12 D12WT25,"Slievemore Road, 17, Crumlin, Dublin 12",D12 WT25,53.3273966,-6.3172943,1,Authority point,authority_supplied_point,site_point,,,,Point,2025-06-26,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-b77be24fdda6cb,Dublin Bay South,Dublin City Council,DS2006,7-9 Bath Street Dublin 4 D04E294,"Bath Street, 7-9, Dublin 4",D04 E294,53.3389747,-6.2224752,1,Authority point,authority_supplied_point,site_point,,,,Point,2025-09-17,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-35dfe8d5aaf252,Dublin Central,Dublin City Council,DS2010,48B-50A Drumcondra Road Lower Dublin 9,"Drumcondra Road Lower, 48B-50A, Dublin 9",,53.3637036,-6.2580151,1,Authority point,authority_supplied_point,site_point,,,,Point,2025-09-30,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-0684bbd0a14a87,Dublin Bay North,Dublin City Council,DS2043,"17 Kincora Road Dublin 3, D03AK59","Kincora Road, 17, Clontarf, Dublin 3",D03 AK59,53.3629754,-6.2010932,1,Authority point,authority_supplied_point,site_point,,,,Point,2025-08-11,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-d430e738ce3567,Dublin Bay South,Dublin City Council,DS2044,89 Ranelagh Dublin 6 D06K072,"Ranelagh, 89, Dublin 6",D06 K072,53.3239733,-6.252054,1,Authority point,authority_supplied_point,site_point,,,,Point,2025-08-07,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-d99b4507e727e8,Dublin South-Central,Dublin City Council,DS2105,144 Benmadigan Road Crumlin Dublin 12 D12ED90,"Benmadigan Road, 144, Crumlin, Dublin 12",D12 ED90,53.334562,-6.3150977,1,Authority point,authority_supplied_point,site_point,,,,Point,2025-06-26,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-d4178bdee6db91,Dublin North-West,Dublin City Council,DS2068,14 Cloonlara Drive Dublin 11 D11N7F3,"Cloonlara Drive, 14, Finglas, Dublin 11",D11 N7F3,53.3810236,-6.2963245,1,Authority point,authority_supplied_point,site_point,,,,Point,2025-08-05,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-87a0f3a4b078b9,Dublin Central,Dublin City Council,DS2172,78 Dorset Street Upper Dublin 1 D01W659,"Dorset Street Upper, 78, Dublin 1",D01 W659,53.3570773,-6.264537,1,Authority point,authority_supplied_point,site_point,,,,Point,2026-01-14,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-e6bf2bde278278,Dublin South-Central,Dublin City Council,DS2196,40 Watling Street Dublin 8 D08X7Y2,"Watling Street, 40, The Liberties, Dublin 8",D08 X7Y2,53.3463603,-6.2843494,1,Authority point,authority_supplied_point,site_point,,,,Point,2025-12-01,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-3b9a18c9fbebe9,Dublin Central,Dublin City Council,DS743,30 Frederick Street North Dublin 1,"Frederick Street North, 30, Dublin 1",,53.3551771,-6.264583,1,Authority point,authority_supplied_point,site_point,,,,Point,2023-04-18,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-de6ad46726dd09,Dublin Central,Dublin City Council,DS784,27 Richmond Avenue Dublin 3; 29 Richmond Avenue Dublin 3,"Richmond Avenue, 21 & 27-29 & lands at rear, Dublin 3",,53.3648123,-6.2426954,1,Authority point,authority_supplied_point,site_point,,,,Point,2012-12-13,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-bcc290188910ff,Dublin South-Central,Dublin City Council,DS040,10 Conyngham Road Dublin 8; 11 Conyngham Road Dublin 8; 12 Conyngham Road Dublin 8; 13 Conyngham Road Dublin 8,"Conyngham Road, site at 10-13, Dublin 8 (Protected Structures facades of 10-12)",,53.3480199,-6.2961215,1,Authority point,authority_supplied_point,site_point,,,,Point,2019-08-07,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-d700b7ba0d8eec,Dublin Bay South,Dublin City Council,DS536,48 Killeen Road Dublin 6 D06E9F9,"Killeen Road, 48, Rathmines, Dublin 6",D06 E9F9,53.3189738,-6.2580858,1,Authority point,authority_supplied_point,site_point,,,,Point,2017-10-03,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-809e711a90d08b,Dublin Central,Dublin City Council,DS580,86 North King Street Dublin 7,"North King Street, 86, Smithfield, Dublin 7",,53.3498637,-6.2788558,1,Authority point,authority_supplied_point,site_point,,,,Point,2020-07-14,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-abe287e010bc7e,Dublin Central,Dublin City Council,DS595,15/16 Emerald Street Dublin 1,"Emerald Street, 15/16, Dublin 1",,53.3517522,-6.2432873,1,Authority point,authority_supplied_point,site_point,,,,Point,2023-05-23,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-b7da898db98c31,Dublin Central,Dublin City Council,DS514A,6 Terrace Place Dublin 1,"Terrace Place, 6 (rear 23 Rutland St. Lr.), Dublin 1",,53.3545337,-6.2514152,1,Authority point,authority_supplied_point,site_point,,,,Point,2008-10-20,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-98ddfab5fab826,Dublin South-Central,Dublin City Council,DS698,1 Bow Lane West Dublin 8,"Bow Lane West, 1, Kilmainham, Dublin 8",,53.3425058,-6.2958901,1,Authority point,authority_supplied_point,site_point,,,,Point,2018-06-01,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-d06b54a02cb0a9,Dublin Central,Dublin City Council,DS704,19 Connaught Street Dublin 7,"Connaught Street 19, Phibsborough, Dublin 7",,53.3626265,-6.2742221,1,Authority point,authority_supplied_point,site_point,,,,Point,2018-03-23,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-e3490a28f8566e,Dublin Central,Dublin City Council,DS705,21 Connaught Street Dublin 7,"Connaught Street 21, Phibsborough, Dublin 7",,53.3626354,-6.2743172,1,Authority point,authority_supplied_point,site_point,,,,Point,2018-03-23,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-bd967e0129ee89,Dublin Bay South,Dublin City Council,DS843,48 Pleasant's Street Dublin 8 D08K0T3,"Pleasants Street, 48, Dublin 8",D08 K0T3,53.3355032,-6.2660535,1,Authority point,authority_supplied_point,site_point,,,,Point,2022-10-14,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-ed9a22f1c99fa0,Dublin South-Central,Dublin City Council,DS868,6 Rowserstown Lane Dublin 8,"Rowserstown Lane, 6 (a.k.a. 6 High Road), Kilmainham, Dublin 8",,53.3416458,-6.3040179,1,Authority point,authority_supplied_point,site_point,,,,Point,2014-09-10,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-73eac87f2fca36,Dublin South-Central,Dublin City Council,DS911,37 Thomas Court Dublin 8 D08T2R7,"Thomas Court, 37, Dublin 8",D08 T2R7,53.3428613,-6.2814819,1,Authority point,authority_supplied_point,site_point,,,,Point,2016-02-18,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-39376ad9c728bd,Dublin Bay South,Dublin City Council,DS871A,2 Ranelagh Dublin 6 D06KX78,"Ranelagh, 2, Dublin 6",D06 KX78,53.3264647,-6.2560286,1,Authority point,authority_supplied_point,site_point,,,,Point,2021-11-12,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-8a9b8b31291faa,Dublin Central,Dublin City Council,DS934,10 Ferguson Road Dublin 9 D09K2N2,"Ferguson Road, 10, Drumcondra, Dublin 9",D09 K2N2,53.3708388,-6.2598817,1,Authority point,authority_supplied_point,site_point,,,,Point,2017-09-26,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-cbb96c15633ece,Dublin South-Central,Dublin City Council,DS898,1 Mulberry Cottages Martin's Row Chapelizod Dublin 20 D20KW29,"Mulberry Cottages, 1, Martin's Row, Chapelizod, Dublin 20",D20 KW29,53.3502582,-6.3455869,1,Authority point,authority_supplied_point,site_point,,,,Point,2015-06-26,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-200789fd3d637a,Dublin South-Central,Dublin City Council,DS899,2 Mulberry Cottages Martin's Row Chapelizod Dublin 20 D20WY20,"Mulberry Cottages, 2, Martin's Row, Chapelizod, Dublin 20",D20 WY20,53.3502278,-6.3455287,1,Authority point,authority_supplied_point,site_point,,,,Point,2015-06-26,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-c147f0c0d8b2b4,Dublin South-Central,Dublin City Council,DS900,7 Mulberry Cottages Martin's Row Chapelizod Dublin 20 D20F582,"Mulberry Cottages, 7, Martin's Row, Chapelizod, Dublin 20",D20 F582,53.3500731,-6.3452321,1,Authority point,authority_supplied_point,site_point,,,,Point,2015-06-26,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-332f7a457b87d9,Dublin South-Central,Dublin City Council,DS901,10 Mulberry Cottages Martin's Row Chapelizod Dublin 20 D20TX99,"Mulberry Cottages, 10, Martin's Row, Chapelizod, Dublin 20",D20 TX99,53.3501664,-6.3450935,1,Authority point,authority_supplied_point,site_point,,,,Point,2015-06-26,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-1f7b697a812cd7,Dublin South-Central,Dublin City Council,DS902,11 Mulberry Cottages Martin's Row Chapelizod Dublin 20 D20E524,"Mulberry Cottages, 11, Martin's Row, Chapelizod, Dublin 20",D20 E524,53.3501984,-6.3450504,1,Authority point,authority_supplied_point,site_point,,,,Point,2015-06-26,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-5350d660e43537,Dublin South-Central,Dublin City Council,DS905,Coolfan House Old Naas Road Dublin 12,"Naas Road Old, Coolfan House, Dublin 12",,53.3286711,-6.3449145,1,Authority point,authority_supplied_point,site_point,,,,Point,2015-09-04,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-6eab9fc420295d,Dublin Bay South,Dublin City Council,DS937,6 Creighton Street Dublin 2 D02CF66,"Creighton Street, 6, Dublin 2",D02 CF66,53.3456452,-6.2466721,1,Authority point,authority_supplied_point,site_point,,,,Point,2016-11-16,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-a554ca03e0bc4a,Dublin South-Central,Dublin City Council,DS953,5 Mulberry Cottages Martin's Row Chapelizod Dublin 20 D20PF29,"Mulberry Cottages, 5, Martin's Row, Chapelizod, Dublin 20",D20 PF29,53.3501414,-6.345363,1,Authority point,authority_supplied_point,site_point,,,,Point,2019-04-10,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-1eb74337103098,Dublin South-Central,Dublin City Council,DS980,"Hanover Lane, adj. No.34, Dublin 8","Hanover Lane, adj. No.34, Dublin 8",,53.3404139,-6.2735576,1,Authority point,authority_supplied_point,site_point,,,,Point,2017-05-17,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-ba7a152cf656f1,Dublin Central,Dublin City Council,DS982,8 Ferguson Road Dublin 9 D09E3E5,"Ferguson Road, 8, Drumcondra, Dublin 9",D09 E3E5,53.3707938,-6.2599153,1,Authority point,authority_supplied_point,site_point,,,,Point,2017-09-28,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-3c38a8890d17a2,Dublin Central,Dublin City Council,DS1005,2 Annesley Place Dublin 3 D03T620,"Annesley Place, 2, North Strand, Dublin 3",D03 T620,53.3594651,-6.2407325,1,Authority point,authority_supplied_point,site_point,,,,Point,2025-04-14,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-7e0893d2df86a4,Dublin Central,Dublin City Council,DS1006,23 Blessington Street Dublin 7 D07DT6D,"Blessington Street, 23, Dublin 7",D07 DT6D,53.3567665,-6.2674704,1,Authority point,authority_supplied_point,site_point,,,,Point,2017-09-29,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-b1fa9d58db4277,Dublin Central,Dublin City Council,DS1218,4 Spencer Place Dublin 3 D03X651,"Spencer Place, 4, North Strand, Dublin 3",D03 X651,53.3578742,-6.2394232,1,Authority point,authority_supplied_point,site_point,,,,Point,2023-06-27,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-7337029963cb06,Dublin Bay South,Dublin City Council,DS1053,11 Bass Place Dublin 2 D02R5P3,"Bass Place, 11, Dublin 2",D02 R5P3,53.3421657,-6.2470868,1,Authority point,authority_supplied_point,site_point,,,,Point,2023-04-04,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-1ccb1d53ba243c,Dublin South-Central,Dublin City Council,DS1121A,1 Thomas Court Dublin 8; 2 Thomas Court Dublin 8; 3 Thomas Court Dublin 8,"Thomas Court, 1-3, Dublin 8",,53.3429869,-6.2817123,1,Authority point,authority_supplied_point,site_point,,,,Point,2018-11-28,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-694a76e9a453b5,Dublin South-Central,Dublin City Council,DS1122,44 Dolphin's Barn Street Dublin 8,"Dolphin's Barn Street, 44, Dublin 8",,53.3349252,-6.2900182,1,Authority point,authority_supplied_point,site_point,,,,Point,2021-05-25,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-d2754603678e60,Dublin South-Central,Dublin City Council,DS1123,45 Dolphin's Barn Street Dublin 8,"Dolphin's Barn Street, 45, Dublin 8",,53.3349729,-6.2900026,1,Authority point,authority_supplied_point,site_point,,,,Point,2021-05-25,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-de81ea650aa764,Dublin South-Central,Dublin City Council,DS1124,46 Dolphin's Barn Street Dublin 8,"Dolphin's Barn Street, 46, Dublin 8",,53.3350203,-6.2899767,1,Authority point,authority_supplied_point,site_point,,,,Point,2021-05-25,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-960cb1607bcf0a,Dublin South-Central,Dublin City Council,DS1125,47 Dolphin's Barn Street Dublin 8,"Dolphin's Barn Street, 47, Dublin 8",,53.3350656,-6.289948,1,Authority point,authority_supplied_point,site_point,,,,Point,2021-05-25,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-f377044bb7094a,Dublin Bay South,Dublin City Council,DS1263,40 Park Avenue Dublin 4 D04RP74,"Park Avenue, 40, Sandymount, Dublin 4",D04 RP74,53.3257292,-6.2129802,1,Authority point,authority_supplied_point,site_point,,,,Point,2020-08-18,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-93f247d2e4c609,Dublin South-Central,Dublin City Council,DS1161,23 James's Street Dublin 8 D08V3P2,"James's Street, 23, Dublin 8 (Protected Structure)",D08 V3P2,53.3428408,-6.2913802,1,Authority point,authority_supplied_point,site_point,,,,Point,2023-02-23,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-5a9ae6f4f40629,Dublin South-Central,Dublin City Council,DS1126,48A Dolphin's Barn Street Dublin 8; 48B Dolphin's Barn Street Dublin 8,"Dolphin's Barn Street, 48/48A, Dublin 8",,53.3351414,-6.2899146,1,Authority point,authority_supplied_point,site_point,,,,Point,2021-05-25,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-7d2ed6d4ad295f,Dublin South-Central,Dublin City Council,DS1127,49 Dolphin's Barn Street Dublin 8,"Dolphin's Barn Street, 49, Dublin 8",,53.3352093,-6.289885,1,Authority point,authority_supplied_point,site_point,,,,Point,2021-05-25,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-8ba21c0825179b,Dublin South-Central,Dublin City Council,DS1128,50 Dolphin's Barn Street Dublin 8,"Dolphin's Barn Street, 50, Dublin 8",,53.3352932,-6.2898471,1,Authority point,authority_supplied_point,site_point,,,,Point,2021-05-25,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-97024db76787a5,Dublin Bay South,Dublin City Council,DS1276,36 Clanbrassil Street Upper Dublin 8 D08FW58; 37 Clanbrassil Street Upper Dublin 8,"Clanbrassil Street Upper, 36-37, Dublin 8",D08 FW58,53.3301103,-6.2751767,1,Authority point,authority_supplied_point,site_point,,,,Point,2024-03-28,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-b087020e8fb041,Dublin South-Central,Dublin City Council,DS1281,"Brickfield Drive, site beside 2, Crumlin, Dublin 12","Brickfield Drive, site beside 2, Crumlin, Dublin 12",,53.329365,-6.3026499,1,Authority point,authority_supplied_point,site_point,,,,Point,2023-06-26,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-f5889631fcc809,Dublin South-Central,Dublin City Council,DS1363,39/40 Bridgefoot Street Dublin 8 D08T6F7,"Bridgefoot Street 39-40, Dublin 8",D08 T6F7,53.3457022,-6.2811414,1,Authority point,authority_supplied_point,site_point,,,,Point,2024-02-23,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-d2178047ad0450,Dublin Central,Dublin City Council,DS1371,7 Terrace Place Dublin 1; 8 Terrace Place Dublin 1,"Terrace Place, 7 & 8, Dublin 1",,53.354465,-6.2513834,1,Authority point,authority_supplied_point,site_point,,,,Point,2019-06-14,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-dd1179e7ab5dd8,Dublin South-Central,Dublin City Council,DS1373,72 Old Kilmainham Dublin 8 D08K2E4; 73 Old Kilmainham Dublin 8; 74 Old Kilmainham Dublin 8 D08A6CP,"Old Kilmainham, 72-74, Carrigan's Pub, Dublin 8",D08 K2E4,53.3406561,-6.3029311,1,Authority point,authority_supplied_point,site_point,,,,Point,2024-09-26,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-e57d166315b455,Dublin Bay South,Dublin City Council,DS1391,287 Harold's Cross Road Dublin 6W D6WVY56,"Harold's Cross Road, 285-287, Dublin 6W",,53.3168188,-6.2801494,1,Authority point,authority_supplied_point,site_point,,,,Point,2025-04-14,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-70ca3674bcc427,Dublin Central,Dublin City Council,DS594A,42/43 Seville Place Dublin 1 D01H291,"Seville Place, 42/43, Dublin 1",D01 H291,53.3517954,-6.243165,1,Authority point,authority_supplied_point,site_point,,,,Point,2023-05-23,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
IE-DS-e55d4e3c2c351d,Dublin Central,Dublin City Council,DS1547,7/8 Beaver Street Dublin 1 D01WF59,"Beaver Street, 7/8, Dublin 1",D01 WF59,53.3528751,-6.2501967,1,Authority point,authority_supplied_point,site_point,,,,Point,2025-02-06,,https://data.smartdublin.ie/dataset/derelict-site-register,2026-06-24,2026-08-08,GeoJSON,official_download_or_api,native_machine_readable
