incident_id,date,year,time_band,longitude,latitude,constituency,constituency_slug,electoral_district,electoral_district_guid,incident_type,incident_count,fatality_count,serious_injury_count,non_serious_injury_count,casualty_count,cyclist_count,driver_count,e_scooter_other_count,motorcyclist_count,passenger_count,pedestrian_count
1,2016-01-01,2016,12am-3.59am,-6.498548333,52.351671666,Wexford,wexford,Wexford Rural,2ae19629-1e45-13a3-e055-000000000001,Serious,1,0,1,0,1,0,1,0,0,0,0
2,2016-01-01,2016,4am-7.59am,-8.194183333,53.96291,Roscommon-Galway,roscommon-galway,Rockingham,2ae19629-19ca-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
3,2016-01-01,2016,12pm-3.59pm,-8.50967,51.875868333,Cork South-Central,cork-south-central,Inishkenny,2ae19809-1f5b-13a3-e055-900000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
4,2016-01-01,2016,12pm-3.59pm,-6.327208333,53.324143333,Dublin South-Central,dublin-south-central,Crumlin F,2ae19629-1d63-13a3-e055-000000000001,Non-serious,1,0,0,3,3,0,1,0,0,2,0
5,2016-01-01,2016,8pm-11.59pm,-6.272675,53.360795,Dublin Central,dublin-central,Cabra East A,2ae19629-1d28-13a3-e055-000000000001,Non-serious,1,0,0,2,2,0,0,0,0,0,2
6,2016-01-01,2016,8pm-11.59pm,-6.272678333,53.360713333,Dublin Central,dublin-central,Cabra East A,2ae19629-1d28-13a3-e055-000000000001,Non-serious,1,0,0,2,2,0,0,0,0,0,2
7,2016-01-01,2016,4pm-7.59pm,-8.334346666,52.566716666,Limerick County,limerick-county,Grean,2ae19629-17a9-13a3-e055-000000000001,Serious,1,0,1,0,1,0,1,0,0,0,0
8,2016-01-01,2016,4am-7.59am,-6.956075,53.391843333,Kildare South,kildare-south,Carbury,2ae19629-2275-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,1,0
9,2016-01-01,2016,12am-3.59am,-9.248015,54.225988333,Mayo,mayo,Killala,2ae19629-193f-13a3-e055-000000000001,Non-serious,1,0,0,7,7,0,1,0,0,6,0
10,2016-01-01,2016,12am-3.59am,-7.357093333,53.984896666,Cavan-Monaghan,cavan-monaghan,Cavan Urban,2ae19629-1daa-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,0,1
11,2016-01-01,2016,12pm-3.59pm,-6.402706666,53.355811666,Dublin Mid-West,dublin-mid-west,Palmerston West,2ae19629-1de4-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
12,2016-01-01,2016,8pm-11.59pm,-6.183755,53.606501666,Dublin Fingal West,dublin-fingal-west,Balbriggan Urban,2ae19629-1ef1-13a3-e055-000000000001,Non-serious,1,0,0,2,2,0,2,0,0,0,0
13,2016-01-01,2016,12pm-3.59pm,-6.353351666,53.71147,Louth,louth,West Gate,2ae19629-191e-13a3-e055-000000000001,Non-serious,1,0,0,3,3,0,0,0,0,3,0
14,2016-01-01,2016,4pm-7.59pm,-6.359573333,54.032605,Louth,louth,Ballymascanlan,2ae19629-1950-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
15,2016-01-01,2016,4pm-7.59pm,-6.249748333,53.357113333,Dublin Central,dublin-central,Ballybough B,2ae19629-1d06-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,1,0,0
16,2016-01-01,2016,12pm-3.59pm,-7.453386666,53.961326666,Cavan-Monaghan,cavan-monaghan,Crossdoney,2ae19629-1dda-13a3-e055-000000000001,Serious,1,0,1,0,1,0,1,0,0,0,0
17,2016-01-01,2016,4pm-7.59pm,-8.447898333,51.880201666,Cork South-Central,cork-south-central,Tramore C,2ae19629-21b4-13a3-e055-000000000001,Serious,1,0,1,0,1,0,0,0,0,1,0
18,2016-01-01,2016,8pm-11.59pm,-6.296223333,53.32483,Dublin South-Central,dublin-south-central,Kimmage B,2ae19629-1d9a-13a3-e055-000000000001,Non-serious,1,0,0,1,1,1,0,0,0,0,0
19,2016-01-01,2016,8pm-11.59pm,-6.120211666,52.938193333,Wicklow-Wexford,wicklow-wexford,Dunganstown West,2ae19629-1eea-13a3-e055-000000000001,Serious,1,0,1,0,1,0,1,0,0,0,0
20,2016-01-01,2016,12am-3.59am,-6.64057,53.68175,Meath West,meath-west,Navan Rural,2ae19629-1892-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
21,2016-01-01,2016,12am-3.59am,-6.41858,53.393233333,Dublin West,dublin-west,Blanchardstown-Blakestown,2ae19629-1cc6-13a3-e055-000000000001,Fatal,1,1,1,0,2,0,0,0,0,0,2
22,2016-01-01,2016,12am-3.59am,-6.678281666,53.86108,Meath East,meath-east,Drumcondra,2ae19629-1879-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
23,2016-01-01,2016,8pm-11.59pm,-8.55447,52.667101666,Limerick City,limerick-city,Ballysimon,2ae19629-1770-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,1,0
24,2016-01-01,2016,12pm-3.59pm,-9.295895,54.238928333,Mayo,mayo,Killala,2ae19629-193f-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
25,2016-01-01,2016,4pm-7.59pm,-6.16328,52.79387,Wicklow-Wexford,wicklow-wexford,Arklow No. 1 Urban,2ae19629-1e69-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,0,1
26,2016-01-01,2016,4pm-7.59pm,-6.40932,53.322453333,Dublin Mid-West,dublin-mid-west,Clondalkin-Dunawley,2ae19629-1cfe-13a3-e055-000000000001,Non-serious,1,0,0,4,4,0,0,0,0,4,0
27,2016-01-01,2016,8pm-11.59pm,-7.1302,52.2539,Waterford,waterford,Lisduggan,2ae19629-1ba8-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,1,0
28,2016-01-01,2016,4pm-7.59pm,-7.735661666,52.359733333,Tipperary South,tipperary-south,Inishlounaght,2ae19629-1c5f-13a3-e055-000000000001,Non-serious,1,0,0,4,4,0,3,0,0,1,0
29,2016-01-01,2016,8pm-11.59pm,-9.701653333,52.097356666,Kerry,kerry,Dromin,2ae19629-2219-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,1,0
30,2016-01-01,2016,12am-3.59am,-6.439505,53.375526666,Dublin West,dublin-west,Lucan North,2ae19629-1dc9-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
31,2016-01-01,2016,12am-3.59am,-6.280816666,53.320041666,Dublin Bay South,dublin-bay-south,Terenure A,2ae19629-1df0-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
32,2016-01-01,2016,8am-11.59am,-9.0609,53.276343333,Galway West,galway-west,Nuns Island,2ae19629-2374-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,0,1
33,2016-01-01,2016,8am-11.59am,-8.493691666,51.908935,Cork North-Central,cork-north-central,Knocknaheeny,2ae19629-2183-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
34,2016-01-01,2016,4pm-7.59pm,-7.3707,53.95283,Cavan-Monaghan,cavan-monaghan,Bellananagh,2ae19629-1d32-13a3-e055-000000000001,Non-serious,1,0,0,2,2,0,1,0,0,1,0
35,2016-01-01,2016,12pm-3.59pm,-7.604376666,53.273043333,Offaly,offaly,Rahan,2ae19629-1a44-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
36,2016-01-01,2016,4pm-7.59pm,-8.967123333,53.74797,Mayo,mayo,Ballyhowly,2ae19629-18e5-13a3-e055-000000000001,Non-serious,1,0,0,2,2,0,2,0,0,0,0
37,2016-01-01,2016,12pm-3.59pm,-6.540223333,53.85814,Louth,louth,Ardee Urban,2ae19629-194f-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,0,1
38,2016-01-01,2016,4pm-7.59pm,-9.768253333,53.906976666,Mayo,mayo,Newport West,2ae19629-185d-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,0,1
39,2016-01-01,2016,8pm-11.59pm,-6.429621666,53.319421666,Dublin Mid-West,dublin-mid-west,Clondalkin-Dunawley,2ae19629-1cfe-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
40,2016-01-01,2016,4pm-7.59pm,-8.9215,52.779716666,Clare,clare,Newmarket,2ae19629-1fd7-13a3-e055-000000000001,Serious,1,0,1,2,3,0,2,0,0,1,0
41,2016-01-01,2016,4pm-7.59pm,-6.076678333,53.154018333,Wicklow,wicklow,Greystones,2ae19629-1e47-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,0,1
42,2016-01-01,2016,4pm-7.59pm,-6.47689,53.358256666,Dublin Mid-West,dublin-mid-west,Lucan-St. Helens,2ae19629-1dde-13a3-e055-000000000001,Non-serious,1,0,0,5,5,0,1,0,0,4,0
43,2016-01-01,2016,12pm-3.59pm,-6.284143333,53.34651,Dublin South-Central,dublin-south-central,Ushers B,2ae19629-1df5-13a3-e055-000000000001,Non-serious,1,0,0,2,2,0,1,0,0,1,0
44,2016-01-01,2016,12am-3.59am,-6.911688333,53.608651666,Meath West,meath-west,Athboy,2ae19629-1830-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
45,2016-01-01,2016,8pm-11.59pm,-7.783985,54.583641666,Donegal,donegal,Grousehall,2ae19629-2094-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
46,2016-01-01,2016,8am-11.59am,-7.11145,53.099525,Laois,laois,Sallyford,2ae19629-16e7-13a3-e055-000000000001,Non-serious,1,0,0,2,2,0,2,0,0,0,0
47,2016-01-01,2016,12pm-3.59pm,-6.34848,53.342481666,Dublin South-Central,dublin-south-central,Chapelizod,2ae19629-1d2f-13a3-e055-000000000001,Non-serious,1,0,0,1,1,1,0,0,0,0,0
48,2016-01-01,2016,4am-7.59am,-9.496143333,53.803575,Mayo,mayo,Westport Rural,2ae19629-18ba-13a3-e055-000000000001,Serious,1,0,1,0,1,0,1,0,0,0,0
49,2016-01-01,2016,8am-11.59am,-7.055393333,53.15139,Kildare South,kildare-south,Monasterevin,2ae19629-224c-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
50,2016-01-01,2016,8am-11.59am,-8.999776666,52.492941666,Limerick County,limerick-county,Kilscannell,2ae19629-17ba-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
51,2016-01-01,2016,8am-11.59am,-9.025263333,53.291768333,Galway West,galway-west,Castlegar,2ae19629-235d-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,0,1
52,2016-01-01,2016,12pm-3.59pm,-7.153653333,52.284828333,Carlow-Kilkenny,carlow-kilkenny,Aglish,2ae19629-22a7-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,1,0
53,2016-01-01,2016,12am-3.59am,-6.298675,53.361618333,Dublin Central,dublin-central,Cabra West D,2ae19629-1d2e-13a3-e055-000000000001,Non-serious,1,0,0,1,1,1,0,0,0,0,0
54,2016-01-01,2016,4pm-7.59pm,-7.040256666,54.238261666,Cavan-Monaghan,cavan-monaghan,Bellanode,2ae19629-1a7c-13a3-e055-000000000001,Fatal,1,1,0,1,2,0,2,0,0,0,0
55,2016-01-01,2016,12am-3.59am,-6.257743333,53.339226666,Dublin Bay South,dublin-bay-south,Mansion House B,2ae19629-1da0-13a3-e055-000000000001,Serious,1,0,1,0,1,0,0,0,0,0,1
56,2016-01-01,2016,4pm-7.59pm,-6.274766666,53.34801,Dublin Central,dublin-central,Arran Quay C,2ae19629-1ced-13a3-e055-000000000001,Non-serious,1,0,0,1,1,1,0,0,0,0,0
57,2016-01-01,2016,4am-7.59am,-6.28697,52.67927,Wicklow-Wexford,wicklow-wexford,Gorey Rural,2ae19629-1ed5-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,0,1
58,2016-01-01,2016,4am-7.59am,-8.820628333,53.433691666,Galway East,galway-east,Ballynapark,2ae19629-208e-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
59,2016-01-01,2016,12pm-3.59pm,-6.395545,53.727718333,Louth,louth,St. Peter'S,2ae19629-192a-13a3-e055-000000000001,Non-serious,1,0,0,1,1,1,0,0,0,0,0
60,2016-01-01,2016,12pm-3.59pm,-9.616288333,52.11246,Kerry,kerry,Aglish,2ae19629-2390-13a3-e055-000000000001,Non-serious,1,0,0,5,5,0,2,0,0,3,0
61,2016-01-01,2016,8am-11.59am,-6.162486666,53.396108333,Dublin Bay North,dublin-bay-north,Grange C,2ae19629-1d81-13a3-e055-000000000001,Serious,1,0,1,0,1,0,0,0,1,0,0
62,2016-01-01,2016,8am-11.59am,-8.850138333,51.850123333,Cork North-West,cork-north-west,Warrenscourt,2ae19629-2130-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
63,2016-01-01,2016,8am-11.59am,-8.643911666,52.664595,Limerick City,limerick-city,Castle C,2ae19629-17e2-13a3-e055-000000000001,Non-serious,1,0,0,1,1,1,0,0,0,0,0
64,2016-01-01,2016,4pm-7.59pm,-6.71586,53.289453333,Kildare North,kildare-north,Clane,2ae19629-2299-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
65,2016-01-01,2016,4pm-7.59pm,-6.289961666,53.347886666,Dublin Central,dublin-central,Arran Quay C,2ae19629-1ced-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
66,2016-01-01,2016,4pm-7.59pm,-6.25305,53.349458333,Dublin Central,dublin-central,North Dock C,2ae19629-1db5-13a3-e055-000000000001,Non-serious,1,0,0,2,2,1,0,0,0,0,1
67,2016-01-01,2016,12pm-3.59pm,-6.29126,53.4008,Dublin North-West,dublin-north-west,Ballymun A,2ae19629-1d0b-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
68,2016-01-01,2016,4pm-7.59pm,-6.95062,53.01935,Kildare South,kildare-south,Skerries,2ae19629-2284-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,1,0
69,2016-01-01,2016,8pm-11.59pm,-7.391863333,55.060831666,Donegal,donegal,Birdstown,2ae19629-21ee-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
70,2016-01-01,2016,8pm-11.59pm,-6.36402,53.708938333,Louth,louth,West Gate,2ae19629-191e-13a3-e055-000000000001,Non-serious,1,0,0,1,1,1,0,0,0,0,0
71,2016-01-01,2016,4pm-7.59pm,-6.187931666,53.294843333,Dún Laoghaire,dun-laoghaire,Blackrock-Central,2ae19629-1cbf-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,0,1
72,2016-01-01,2016,4am-7.59am,-6.625646666,53.320568333,Kildare North,kildare-north,Straffan,2ae19629-228f-13a3-e055-000000000001,Non-serious,1,0,0,2,2,0,2,0,0,0,0
73,2016-01-01,2016,8am-11.59am,-8.59456,52.663403333,Limerick City,limerick-city,Singland B,2ae19629-1802-13a3-e055-000000000001,Non-serious,1,0,0,1,1,1,0,0,0,0,0
74,2016-01-01,2016,8am-11.59am,-6.271875,53.332275,Dublin Bay South,dublin-bay-south,Wood Quay B,2ae19629-1e0e-13a3-e055-000000000001,Non-serious,1,0,0,1,1,1,0,0,0,0,0
75,2016-01-01,2016,8am-11.59am,-6.25842,53.353815,Dublin Central,dublin-central,Rotunda A,2ae19629-1dea-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
76,2016-01-01,2016,4am-7.59am,-9.653738333,52.292493333,Kerry,kerry,Ratass,2ae19629-22a2-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
77,2016-01-01,2016,4am-7.59am,-7.141163333,53.582363333,Longford-Westmeath,longford-westmeath,Killulagh,2ae19629-1b1a-13a3-e055-000000000001,Serious,1,0,1,1,2,0,2,0,0,0,0
78,2016-01-01,2016,12pm-3.59pm,-8.493623333,52.713501666,Limerick City,limerick-city,Castleconnell,2ae19629-1780-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,0,1
79,2016-01-01,2016,12pm-3.59pm,-6.281276666,53.316005,Dublin Bay South,dublin-bay-south,Terenure B,2ae19629-1df1-13a3-e055-000000000001,Non-serious,1,0,0,1,1,1,0,0,0,0,0
80,2016-01-01,2016,8pm-11.59pm,-6.24675,53.339741666,Dublin Bay South,dublin-bay-south,Mansion House A,2ae19629-1d9f-13a3-e055-000000000001,Non-serious,1,0,0,1,1,1,0,0,0,0,0
81,2016-01-01,2016,4pm-7.59pm,-6.348338333,53.282263333,Dublin South-West,dublin-south-west,Tallaght-Millbrook,2ae19629-1ccd-13a3-e055-000000000001,Non-serious,1,0,0,4,4,0,1,0,0,3,0
82,2016-01-01,2016,12pm-3.59pm,-6.260958333,53.360325,Dublin Central,dublin-central,Inns Quay A,2ae19629-1d88-13a3-e055-000000000001,Serious,1,0,1,0,1,0,0,0,0,0,1
83,2016-01-01,2016,4pm-7.59pm,-8.415813333,51.961805,Cork North-Central,cork-north-central,Riverstown,2ae19629-2145-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
84,2016-01-01,2016,8pm-11.59pm,-8.47915,51.921575,Cork North-Central,cork-north-central,Commons,2ae19629-2165-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
85,2016-01-01,2016,8pm-11.59pm,-8.624911666,52.65988,Limerick City,limerick-city,Glentworth A,2ae19629-17ed-13a3-e055-000000000001,Non-serious,1,0,0,2,2,0,1,0,0,1,0
86,2016-01-01,2016,4pm-7.59pm,-7.15765,52.549813333,Carlow-Kilkenny,carlow-kilkenny,Woolengrange,2ae19629-23b4-13a3-e055-000000000001,Serious,1,0,1,0,1,0,1,0,0,0,0
87,2016-01-01,2016,12pm-3.59pm,-6.391766666,53.495305,Meath East,meath-east,Ratoath,2ae19629-1814-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
88,2016-01-01,2016,12am-3.59am,-8.638118333,52.626836666,Limerick City,limerick-city,Ballycummin,2ae19629-1768-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
89,2016-01-01,2016,8am-11.59am,-6.411008333,53.401621666,Dublin West,dublin-west,Blanchardstown-Blakestown,2ae19629-1cc6-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
90,2016-01-01,2016,12pm-3.59pm,-6.213246666,53.378411666,Dublin Bay North,dublin-bay-north,Beaumont D,2ae19629-1d22-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
91,2016-01-01,2016,12pm-3.59pm,-7.634176666,54.945015,Donegal,donegal,Manorcunningham,2ae19629-2066-13a3-e055-000000000001,Non-serious,1,0,0,4,4,0,2,0,0,2,0
92,2016-01-01,2016,12pm-3.59pm,-6.256043333,53.353021666,Dublin Central,dublin-central,Mountjoy A,2ae19629-1da7-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,0,1
93,2016-01-01,2016,8am-11.59am,-6.298581666,53.333656666,Dublin South-Central,dublin-south-central,Crumlin B,2ae19629-1d4e-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
94,2016-01-01,2016,12pm-3.59pm,-7.721486666,52.381083333,Tipperary South,tipperary-south,Clonmel Rural,2ae19629-1c7f-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,1,0
95,2016-01-01,2016,4pm-7.59pm,-6.279255,53.342831666,Dublin South-Central,dublin-south-central,Merchants Quay B,2ae19629-1da2-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,0,1
96,2016-01-01,2016,12pm-3.59pm,-7.021718333,53.829333333,Cavan-Monaghan,cavan-monaghan,Crossbane,2ae19629-1dd9-13a3-e055-000000000001,Serious,1,0,1,0,1,0,1,0,0,0,0
97,2016-01-01,2016,4pm-7.59pm,-6.785586666,53.557703333,Meath West,meath-west,Trim Rural,2ae19629-182b-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,0,1
98,2016-01-01,2016,12pm-3.59pm,-6.369613333,53.269716666,Dublin South-West,dublin-south-west,Tallaght-Kiltipper,2ae19629-1ccb-13a3-e055-000000000001,Non-serious,1,0,0,1,1,1,0,0,0,0,0
99,2016-01-01,2016,4pm-7.59pm,-6.238803333,53.342428333,Dublin Bay South,dublin-bay-south,South Dock,2ae19629-1def-13a3-e055-000000000001,Non-serious,1,0,0,1,1,1,0,0,0,0,0
100,2016-01-01,2016,8pm-11.59pm,-8.631326666,52.670686666,Limerick City,limerick-city,Killeely B,2ae19629-17fa-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,0,1
101,2016-01-01,2016,4am-7.59am,-6.519638333,52.392223333,Wexford,wexford,Artramon,2ae19629-1bd3-13a3-e055-000000000001,Fatal,1,1,0,1,2,0,2,0,0,0,0
102,2016-01-01,2016,12pm-3.59pm,-8.692031666,52.689675,Clare,clare,Killeely,2ae19629-1fbf-13a3-e055-000000000001,Non-serious,1,0,0,1,1,1,0,0,0,0,0
103,2016-01-01,2016,8am-11.59am,-6.732713333,53.242811666,Kildare North,kildare-north,Carragh,2ae19629-2280-13a3-e055-000000000001,Non-serious,1,0,0,1,1,1,0,0,0,0,0
104,2016-01-01,2016,12pm-3.59pm,-6.362093333,53.293766666,Dublin South-West,dublin-south-west,Tallaght-Kingswood,2ae19629-1ccc-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,1,0,0
105,2016-01-01,2016,12pm-3.59pm,-8.445868333,51.914798333,Cork North-Central,cork-north-central,Mayfield,2ae19629-2191-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,1,0
106,2016-01-01,2016,12pm-3.59pm,-9.064583333,52.500373333,Limerick County,limerick-county,Ardagh,2ae19629-175d-13a3-e055-000000000001,Non-serious,1,0,0,1,1,1,0,0,0,0,0
107,2016-01-01,2016,12pm-3.59pm,-6.390768333,53.398043333,Dublin West,dublin-west,Blanchardstown-Mulhuddart,2ae19629-1cdd-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
108,2016-01-01,2016,8pm-11.59pm,-8.401376666,53.150356666,Galway East,galway-east,Bracklagh,2ae19629-20af-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
109,2016-01-01,2016,4pm-7.59pm,-7.108266666,52.695356666,Carlow-Kilkenny,carlow-kilkenny,Tiscoffin,2ae19629-23fb-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,1,0
110,2016-01-01,2016,8pm-11.59pm,-9.047551666,53.282598333,Galway West,galway-west,St. Nicholas,2ae19629-2384-13a3-e055-000000000001,Non-serious,1,0,0,3,3,0,1,0,0,2,0
111,2016-01-01,2016,4pm-7.59pm,-6.126815,53.27707,Dún Laoghaire,dun-laoghaire,Dun Laoghaire-Sandycove,2ae19629-1d58-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
112,2016-01-01,2016,8pm-11.59pm,-6.259846666,53.297688333,Dublin Rathdown,dublin-rathdown,Churchtown-Landscape,2ae19629-1cf8-13a3-e055-000000000001,Non-serious,1,0,0,1,1,1,0,0,0,0,0
113,2016-01-01,2016,8am-11.59am,-7.218848333,53.067305,Laois,laois,Ballycarroll,2ae19629-16a4-13a3-e055-000000000001,Non-serious,1,0,0,2,2,0,2,0,0,0,0
114,2016-01-01,2016,4am-7.59am,-7.867466666,52.379015,Tipperary South,tipperary-south,Mortlestown,2ae19629-1c5a-13a3-e055-000000000001,Serious,1,0,1,0,1,0,1,0,0,0,0
115,2016-01-01,2016,4pm-7.59pm,-7.371978333,53.950888333,Cavan-Monaghan,cavan-monaghan,Bellananagh,2ae19629-1d32-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
116,2016-01-01,2016,8am-11.59am,-8.533611666,52.735693333,Clare,clare,Kiltenanlea,2ae19629-200a-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
117,2016-01-01,2016,8am-11.59am,-8.481771666,51.821463333,Cork South-Central,cork-south-central,Ballygarvan,2ae19629-1f39-13a3-e055-000000000001,Fatal,1,1,0,1,2,0,1,0,0,1,0
118,2016-01-01,2016,8am-11.59am,-8.307901666,52.118276666,Cork East,cork-east,Castle Hyde,2ae19629-1f6a-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
119,2016-01-01,2016,12pm-3.59pm,-6.945505,53.811516666,Cavan-Monaghan,cavan-monaghan,Mullagh,2ae19629-1dae-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
120,2016-01-01,2016,12pm-3.59pm,-6.303661666,53.403013333,Dublin Fingal West,dublin-fingal-west,Dubber,2ae19629-1d39-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,0,1
121,2016-01-01,2016,12pm-3.59pm,-6.228766666,53.41077,Dublin Fingal West,dublin-fingal-west,Turnapin,2ae19629-1cea-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
122,2016-01-01,2016,4pm-7.59pm,-7.248393333,52.241675,Waterford,waterford,Kilmeadan,2ae19629-1bb5-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,1,0,0,0,0
123,2016-01-01,2016,12pm-3.59pm,-8.282035,54.46435,Sligo-Leitrim,sligo-leitrim,Gubacreeny,2ae19629-1727-13a3-e055-000000000001,Non-serious,1,0,0,3,3,0,2,0,0,1,0
124,2016-01-01,2016,4pm-7.59pm,-6.209163333,53.603736666,Dublin Fingal West,dublin-fingal-west,Balbriggan Rural,2ae19629-1ef0-13a3-e055-000000000001,Non-serious,1,0,0,1,1,1,0,0,0,0,0
125,2016-01-01,2016,4pm-7.59pm,-6.108945,53.389576666,Dublin Bay North,dublin-bay-north,Howth,2ae19629-1daf-13a3-e055-000000000001,Serious,1,0,1,0,1,0,0,0,0,0,1
126,2016-01-01,2016,4pm-7.59pm,-7.241798333,52.660863333,Carlow-Kilkenny,carlow-kilkenny,Kilkenny Rural,2ae19629-23b2-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,1,0
127,2016-01-01,2016,4pm-7.59pm,-6.397146666,53.382716666,Dublin West,dublin-west,Blanchardstown-Delwood,2ae19629-1cc9-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,0,1
128,2016-01-01,2016,8pm-11.59pm,-6.297173333,53.26413,Dublin South-West,dublin-south-west,Edmondstown,2ae19629-1d5f-13a3-e055-000000000001,Non-serious,1,0,0,1,1,1,0,0,0,0,0
129,2016-01-01,2016,4pm-7.59pm,-9.045581666,53.275301666,Galway West,galway-west,Eyre Square,2ae19629-2360-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,0,1
130,2016-01-01,2016,8pm-11.59pm,-7.004285,53.10726,Kildare South,kildare-south,Kildangan,2ae19629-2208-13a3-e055-000000000001,Serious,1,0,1,2,3,0,1,0,0,2,0
131,2016-01-01,2016,8pm-11.59pm,-7.147183333,53.014135,Laois,laois,Stradbally,2ae19629-1700-13a3-e055-000000000001,Non-serious,1,0,0,1,1,0,0,0,0,0,1
132,2016-01-01,2016,8pm-11.59pm,-9.696998333,52.311965,Kerry,kerry,Doon,2ae19629-2218-13a3-e055-000000000001,Serious,1,0,1,1,2,0,1,0,0,1,0
